,districtName,year,districtCode,neighborhoodName,sex,count,Latitude_d,Longitude_d,Latitude_n,Longitude_n,totCount,percent,density
381,Sarrià-Sant Gervasi,2017,05,el Putxet i el Farró,Male,733,41.412773594643824,2.106121049753216,41.40689839008574,2.1439149715259136,1515,48.38,348
382,Ciutat Vella,2017,01,el Raval,Female,2337,41.38084295838007,2.181049163164951,41.378999052931846,2.170437430140317,5400,43.28,433
383,Ciutat Vella,2017,01,el Raval,Male,3063,41.38084295838007,2.181049163164951,41.378999052931846,2.170437430140317,5400,56.72,433
384,Nou Barris,2017,08,el Turó de la Peira,Female,469,41.44624399686965,2.175060174739923,41.43229809744909,2.1689287084102062,878,53.42,437
385,Nou Barris,2017,08,el Turó de la Peira,Male,409,41.44624399686965,2.175060174739923,41.43229809744909,2.1689287084102062,878,46.58,437
386,Eixample,2017,02,l'Antiga Esquerra de l'Eixample,Female,1774,41.39162181574575,2.1644883081819466,41.38934720324182,2.1551726755124543,3467,51.17,343
387,Eixample,2017,02,l'Antiga Esquerra de l'Eixample,Male,1693,41.39162181574575,2.1644883081819466,41.38934720324182,2.1551726755124543,3467,48.83,343
388,Ciutat Vella,2017,01,la Barceloneta,Female,849,41.38084295838007,2.181049163164951,41.377683632195314,2.1901483803779085,1759,48.27,114
389,Ciutat Vella,2017,01,la Barceloneta,Male,910,41.38084295838007,2.181049163164951,41.377683632195314,2.1901483803779085,1759,51.73,114
390,Sants-Montjuïc,2017,03,la Bordeta,Female,474,41.34994863691585,2.1449328518852444,41.369065870882004,2.136434490087801,945,50.16,321
391,Sants-Montjuïc,2017,03,la Bordeta,Male,471,41.34994863691585,2.1449328518852444,41.369065870882004,2.136434490087801,945,49.84,321
392,Horta-Guinardó,2017,07,la Clota,Female,21,41.42913982673942,2.150530914702001,41.42886496357722,2.153076339811532,39,53.85,34
393,Horta-Guinardó,2017,07,la Clota,Male,18,41.42913982673942,2.150530914702001,41.42886496357722,2.153076339811532,39,46.15,34
394,Eixample,2017,02,la Dreta de l'Eixample,Female,1657,41.39162181574575,2.1644883081819466,41.39389229518443,2.168203987222032,3200,51.78,207
395,Eixample,2017,02,la Dreta de l'Eixample,Male,1543,41.39162181574575,2.1644883081819466,41.39389229518443,2.168203987222032,3200,48.22,207
396,Horta-Guinardó,2017,07,la Font d'en Fargues,Female,162,41.42913982673942,2.150530914702001,41.42458216175912,2.165241491816915,283,57.24,143
397,Horta-Guinardó,2017,07,la Font d'en Fargues,Male,121,41.42913982673942,2.150530914702001,41.42458216175912,2.165241491816915,283,42.76,143
398,Sants-Montjuïc,2017,03,la Font de la Guatlla,Female,295,41.34994863691585,2.1449328518852444,41.36977699847218,2.1449169483079222,646,45.67,344
399,Sants-Montjuïc,2017,03,la Font de la Guatlla,Male,351,41.34994863691585,2.1449328518852444,41.36977699847218,2.1449169483079222,646,54.33,344
400,Nou Barris,2017,08,la Guineueta,Female,275,41.44624399686965,2.175060174739923,41.438810193171115,2.1689111686865257,493,55.78,249
401,Nou Barris,2017,08,la Guineueta,Male,218,41.44624399686965,2.175060174739923,41.438810193171115,2.1689111686865257,493,44.22,249
402,Sants-Montjuïc,2017,03,la Marina de Port,Female,775,41.34994863691585,2.1449328518852444,41.360010766828424,2.139827247855693,1499,51.7,244
403,Sants-Montjuïc,2017,03,la Marina de Port,Male,724,41.34994863691585,2.1449328518852444,41.360010766828424,2.139827247855693,1499,48.3,244
404,Sants-Montjuïc,2017,03,la Marina del Prat Vermell,Female,15,41.34994863691585,2.1449328518852444,41.339081828169405,2.141847390471855,32,46.88,1
405,Sants-Montjuïc,2017,03,la Marina del Prat Vermell,Male,17,41.34994863691585,2.1449328518852444,41.339081828169405,2.141847390471855,32,53.12,1
406,Les Corts,2017,04,la Maternitat i Sant Ramon,Female,727,41.386969710556954,2.1182139026232667,41.381193628716815,2.117399268331813,1335,54.46,126
407,Les Corts,2017,04,la Maternitat i Sant Ramon,Male,608,41.386969710556954,2.1182139026232667,41.381193628716815,2.117399268331813,1335,45.54,126
408,Eixample,2017,02,la Nova Esquerra de l'Eixample,Female,2135,41.39162181574575,2.1644883081819466,41.38305948067014,2.148969390791108,4062,52.56,435
409,Eixample,2017,02,la Nova Esquerra de l'Eixample,Male,1927,41.39162181574575,2.1644883081819466,41.38305948067014,2.148969390791108,4062,47.44,435
410,Nou Barris,2017,08,la Prosperitat,Female,635,41.44624399686965,2.175060174739923,41.442658256783524,2.1819599488647814,1206,52.65,444
411,Nou Barris,2017,08,la Prosperitat,Male,571,41.44624399686965,2.175060174739923,41.442658256783524,2.1819599488647814,1206,47.35,444
412,Eixample,2017,02,la Sagrada Família,Female,1898,41.39162181574575,2.1644883081819466,41.40545288785172,2.1765351354467284,3591,52.85,490
413,Eixample,2017,02,la Sagrada Família,Male,1693,41.39162181574575,2.1644883081819466,41.40545288785172,2.1765351354467284,3591,47.15,490
414,Sant Andreu,2017,09,la Sagrera,Female,711,41.43505454638585,2.1933091722750544,41.423263762335694,2.1902413234256004,1354,52.51,299
415,Sant Andreu,2017,09,la Sagrera,Male,643,41.43505454638585,2.1933091722750544,41.423263762335694,2.1902413234256004,1354,47.49,299
416,Gràcia,2017,06,la Salut,Female,350,41.41014984533272,2.15239842811538,41.41243135515764,2.1543557981986443,732,47.81,205
417,Gràcia,2017,06,la Salut,Male,382,41.41014984533272,2.15239842811538,41.41243135515764,2.1543557981986443,732,52.19,205
418,Horta-Guinardó,2017,07,la Teixonera,Female,266,41.42913982673942,2.150530914702001,41.42305281093841,2.146521863119086,512,51.95,345
419,Horta-Guinardó,2017,07,la Teixonera,Male,246,41.42913982673942,2.150530914702001,41.42305281093841,2.146521863119086,512,48.05,345
420,Nou Barris,2017,08,la Trinitat Nova,Female,237,41.44624399686965,2.175060174739923,41.45060790600672,2.1848904505363707,458,51.75,130
421,Nou Barris,2017,08,la Trinitat Nova,Male,221,41.44624399686965,2.175060174739923,41.45060790600672,2.1848904505363707,458,48.25,130
422,Sant Andreu,2017,09,la Trinitat Vella,Female,307,41.43505454638585,2.1933091722750544,41.451661321142026,2.192890881354412,675,45.48,123
423,Sant Andreu,2017,09,la Trinitat Vella,Male,368,41.43505454638585,2.1933091722750544,41.451661321142026,2.192890881354412,675,54.52,123
424,Horta-Guinardó,2017,07,la Vall d'Hebron,Female,95,41.42913982673942,2.150530914702001,41.430417126031536,2.1483446421763515,187,50.8,79
425,Horta-Guinardó,2017,07,la Vall d'Hebron,Male,92,41.42913982673942,2.150530914702001,41.430417126031536,2.1483446421763515,187,49.2,79
426,Sant Martí,2017,10,la Verneda i la Pau,Female,638,41.407613151742986,2.2012214191471715,41.423947239365006,2.203060844273514,1240,51.45,256
427,Sant Martí,2017,10,la Verneda i la Pau,Male,602,41.407613151742986,2.2012214191471715,41.423947239365006,2.203060844273514,1240,48.55,256
428,Sant Martí,2017,10,la Vila Olímpica del Poblenou,Female,220,41.407613151742986,2.2012214191471715,41.39073234714781,2.1966293964520665,410,53.66,99
429,Sant Martí,2017,10,la Vila Olímpica del Poblenou,Male,190,41.407613151742986,2.2012214191471715,41.39073234714781,2.1966293964520665,410,46.34,99
430,Gràcia,2017,06,la Vila de Gràcia,Female,1964,41.41014984533272,2.15239842811538,41.40311183322556,2.156881001203192,3587,54.75,382
431,Gràcia,2017,06,la Vila de Gràcia,Male,1623,41.41014984533272,2.15239842811538,41.40311183322556,2.156881001203192,3587,45.25,382
432,Les Corts,2017,04,les Corts,Female,1222,41.386969710556954,2.1182139026232667,41.38692440015764,2.1346874325730134,2276,53.69,326
433,Les Corts,2017,04,les Corts,Male,1054,41.386969710556954,2.1182139026232667,41.38692440015764,2.1346874325730134,2276,46.31,326
434,Nou Barris,2017,08,les Roquetes,Female,507,41.44624399686965,2.175060174739923,41.44804470504338,2.175163220052734,920,55.11,243
435,Nou Barris,2017,08,les Roquetes,Male,413,41.44624399686965,2.175060174739923,41.44804470504338,2.175163220052734,920,44.89,243
436,Sarrià-Sant Gervasi,2017,05,les Tres Torres,Female,365,41.412773594643824,2.106121049753216,41.39801159584568,2.1298434355071385,702,51.99,211
437,Sarrià-Sant Gervasi,2017,05,les Tres Torres,Male,337,41.412773594643824,2.106121049753216,41.39801159584568,2.1298434355071385,702,48.01,211
438,Sant Andreu,2018,09,Baró de Viver,Female,54,41.43505454638585,2.1933091722750544,41.44581467347341,2.19899775842406,113,47.79,110
439,Sant Andreu,2018,09,Baró de Viver,Male,59,41.43505454638585,2.1933091722750544,41.44581467347341,2.19899775842406,113,52.21,110
440,Horta-Guinardó,2018,07,Can Baró,Female,230,41.42913982673942,2.150530914702001,41.4167603624773,2.162386553967649,464,49.57,235
441,Horta-Guinardó,2018,07,Can Baró,Male,234,41.42913982673942,2.150530914702001,41.4167603624773,2.162386553967649,464,50.43,235
442,Nou Barris,2018,08,Can Peguera,Female,24,41.44624399686965,2.175060174739923,41.43484212038238,2.1664501320817235,55,43.64,191
443,Nou Barris,2018,08,Can Peguera,Male,31,41.44624399686965,2.175060174739923,41.43484212038238,2.1664501320817235,55,56.36,191
444,Nou Barris,2018,08,Canyelles,Female,89,41.44624399686965,2.175060174739923,41.445032990983854,2.1634504252403164,170,52.35,87
445,Nou Barris,2018,08,Canyelles,Male,81,41.44624399686965,2.175060174739923,41.445032990983854,2.1634504252403164,170,47.65,87
446,Nou Barris,2018,08,Ciutat Meridiana,Female,387,41.44624399686965,2.175060174739923,41.46120773644666,2.1748476502321963,765,50.59,281
447,Nou Barris,2018,08,Ciutat Meridiana,Male,378,41.44624399686965,2.175060174739923,41.46120773644666,2.1748476502321963,765,49.41,281
448,Sant Martí,2018,10,Diagonal Mar i el Front Marítim del Poblenou,Female,302,41.407613151742986,2.2012214191471715,41.40527626723875,2.212946160220975,629,48.01,113
449,Sant Martí,2018,10,Diagonal Mar i el Front Marítim del Poblenou,Male,327,41.407613151742986,2.2012214191471715,41.40527626723875,2.212946160220975,629,51.99,113
450,Horta-Guinardó,2018,07,Horta,Female,823,41.42913982673942,2.150530914702001,41.43989049703453,2.1519300593582518,1506,54.65,87
451,Horta-Guinardó,2018,07,Horta,Male,683,41.42913982673942,2.150530914702001,41.43989049703453,2.1519300593582518,1506,45.35,87
452,Sants-Montjuïc,2018,03,Hostafrancs,Female,647,41.34994863691585,2.1449328518852444,41.37530520232274,2.1442551338978157,1291,50.12,388
453,Sants-Montjuïc,2018,03,Hostafrancs,Male,644,41.34994863691585,2.1449328518852444,41.37530520232274,2.1442551338978157,1291,49.88,388
454,Horta-Guinardó,2018,07,Montbau,Female,178,41.42913982673942,2.150530914702001,41.43526655486181,2.1377609714464327,302,58.94,25
455,Horta-Guinardó,2018,07,Montbau,Male,124,41.42913982673942,2.150530914702001,41.43526655486181,2.1377609714464327,302,41.06,25
456,Sant Andreu,2018,09,Navas,Female,525,41.43505454638585,2.1933091722750544,41.418000357719286,2.18594837935314,1017,51.62,521
457,Sant Andreu,2018,09,Navas,Male,492,41.43505454638585,2.1933091722750544,41.418000357719286,2.18594837935314,1017,48.38,521
458,Les Corts,2018,04,Pedralbes,Female,321,41.386969710556954,2.1182139026232667,41.39103220541373,2.110191000394158,651,49.31,44
459,Les Corts,2018,04,Pedralbes,Male,330,41.386969710556954,2.1182139026232667,41.39103220541373,2.110191000394158,651,50.69,44
460,Nou Barris,2018,08,Porta,Female,944,41.44624399686965,2.175060174739923,41.43486708443896,2.1787852978448257,1820,51.87,304
461,Nou Barris,2018,08,Porta,Male,876,41.44624399686965,2.175060174739923,41.43486708443896,2.1787852978448257,1820,48.13,304
462,Sant Martí,2018,10,Provençals del Poblenou,Female,527,41.407613151742986,2.2012214191471715,41.41112317574039,2.2026296597676445,1009,52.23,189
463,Sant Martí,2018,10,Provençals del Poblenou,Male,482,41.407613151742986,2.2012214191471715,41.41112317574039,2.2026296597676445,1009,47.77,189
464,Sant Andreu,2018,09,Sant Andreu,Female,989,41.43505454638585,2.1933091722750544,41.436938420308536,2.1902329330593058,1927,51.32,309
465,Sant Andreu,2018,09,Sant Andreu,Male,938,41.43505454638585,2.1933091722750544,41.436938420308536,2.1902329330593058,1927,48.68,309
466,Eixample,2018,02,Sant Antoni,Female,1327,41.39162181574575,2.1644883081819466,41.37851257064619,2.159341487853878,2639,50.28,473
467,Eixample,2018,02,Sant Antoni,Male,1312,41.39162181574575,2.1644883081819466,41.37851257064619,2.159341487853878,2639,49.72,473
468,Horta-Guinardó,2018,07,Sant Genís dels Agudells,Female,222,41.42913982673942,2.150530914702001,41.425455440358206,2.130116581244354,471,47.13,41
469,Horta-Guinardó,2018,07,Sant Genís dels Agudells,Male,249,41.42913982673942,2.150530914702001,41.425455440358206,2.130116581244354,471,52.87,41
470,Sarrià-Sant Gervasi,2018,05,Sant Gervasi - Galvany,Female,1285,41.412773594643824,2.106121049753216,41.39745161788423,2.1430104123588483,2341,54.89,285
471,Sarrià-Sant Gervasi,2018,05,Sant Gervasi - Galvany,Male,1056,41.412773594643824,2.106121049753216,41.39745161788423,2.1430104123588483,2341,45.11,285
472,Sarrià-Sant Gervasi,2018,05,Sant Gervasi - la Bonanova,Female,689,41.412773594643824,2.106121049753216,41.409801295218585,2.1301825460017407,1323,52.08,115
473,Sarrià-Sant Gervasi,2018,05,Sant Gervasi - la Bonanova,Male,634,41.412773594643824,2.106121049753216,41.409801295218585,2.1301825460017407,1323,47.92,115
474,Sant Martí,2018,10,Sant Martí de Provençals,Female,551,41.407613151742986,2.2012214191471715,41.41686188607197,2.1980064426553256,1084,50.83,354
475,Sant Martí,2018,10,Sant Martí de Provençals,Male,533,41.407613151742986,2.2012214191471715,41.41686188607197,2.1980064426553256,1084,49.17,354
476,Ciutat Vella,2018,01,"Sant Pere, Santa Caterina i la Ribera",Female,1352,41.38084295838007,2.181049163164951,41.38679469587465,2.1834306190041723,2833,47.72,201
477,Ciutat Vella,2018,01,"Sant Pere, Santa Caterina i la Ribera",Male,1481,41.38084295838007,2.181049163164951,41.38679469587465,2.1834306190041723,2833,52.28,201
478,Sants-Montjuïc,2018,03,Sants,Female,1531,41.34994863691585,2.1449328518852444,41.377464761115434,2.136349314597411,3230,47.4,376
479,Sants-Montjuïc,2018,03,Sants,Male,1699,41.34994863691585,2.1449328518852444,41.377464761115434,2.136349314597411,3230,52.6,376
480,Sants-Montjuïc,2018,03,Sants - Badal,Female,817,41.34994863691585,2.1449328518852444,41.374648571568606,2.127722311736889,1646,49.64,577
481,Sants-Montjuïc,2018,03,Sants - Badal,Male,829,41.34994863691585,2.1449328518852444,41.374648571568606,2.127722311736889,1646,50.36,577
482,Sarrià-Sant Gervasi,2018,05,Sarrià,Female,614,41.412773594643824,2.106121049753216,41.40263975792741,2.1161752205051303,1211,50.7,82
483,Sarrià-Sant Gervasi,2018,05,Sarrià,Male,597,41.412773594643824,2.106121049753216,41.40263975792741,2.1161752205051303,1211,49.3,82
484,Nou Barris,2018,08,Torre Baró,Female,44,41.44624399686965,2.175060174739923,41.45478246035708,2.1740652292036216,106,41.51,17
485,Nou Barris,2018,08,Torre Baró,Male,62,41.44624399686965,2.175060174739923,41.45478246035708,2.1740652292036216,106,58.49,17
486,Nou Barris,2018,08,Vallbona,Female,39,41.44624399686965,2.175060174739923,41.46345746203076,2.184082455782003,63,61.9,23
487,Nou Barris,2018,08,Vallbona,Male,24,41.44624399686965,2.175060174739923,41.46345746203076,2.184082455782003,63,38.1,23
488,Gràcia,2018,06,Vallcarca i els Penitents,Female,378,41.41014984533272,2.15239842811538,41.41649399598394,2.1408186017546953,710,53.24,131
489,Gràcia,2018,06,Vallcarca i els Penitents,Male,332,41.41014984533272,2.15239842811538,41.41649399598394,2.1408186017546953,710,46.76,131
490,Sarrià-Sant Gervasi,2018,05,"Vallvidrera, el Tibidabo i les Planes",Female,64,41.412773594643824,2.106121049753216,41.41949766557829,2.0894525733974803,142,45.07,4
491,Sarrià-Sant Gervasi,2018,05,"Vallvidrera, el Tibidabo i les Planes",Male,78,41.412773594643824,2.106121049753216,41.41949766557829,2.0894525733974803,142,54.93,4
492,Nou Barris,2018,08,Verdun,Female,349,41.44624399686965,2.175060174739923,41.442693857548115,2.1756228176531303,719,48.54,523
493,Nou Barris,2018,08,Verdun,Male,370,41.44624399686965,2.175060174739923,41.442693857548115,2.1756228176531303,719,51.46,523
494,Nou Barris,2018,08,Vilapicina i la Torre Llobeta,Female,631,41.44624399686965,2.175060174739923,41.42859135895319,2.174092139848137,1200,52.58,454
495,Nou Barris,2018,08,Vilapicina i la Torre Llobeta,Male,569,41.44624399686965,2.175060174739923,41.42859135895319,2.174092139848137,1200,47.42,454
496,Horta-Guinardó,2018,07,el Baix Guinardó,Female,686,41.42913982673942,2.150530914702001,41.41171312255782,2.1678508988999163,1268,54.1,457
497,Horta-Guinardó,2018,07,el Baix Guinardó,Male,582,41.42913982673942,2.150530914702001,41.41171312255782,2.1678508988999163,1268,45.9,457
498,Ciutat Vella,2018,01,el Barri Gòtic,Female,1405,41.38084295838007,2.181049163164951,41.38129203149477,2.1773117122464805,3452,40.7,205
499,Ciutat Vella,2018,01,el Barri Gòtic,Male,2047,41.38084295838007,2.181049163164951,41.38129203149477,2.1773117122464805,3452,59.3,205
500,Sant Martí,2018,10,el Besòs i el Maresme,Female,961,41.407613151742986,2.2012214191471715,41.41331882191443,2.2167873156096003,2246,42.79,199
501,Sant Martí,2018,10,el Besòs i el Maresme,Male,1285,41.407613151742986,2.2012214191471715,41.41331882191443,2.2167873156096003,2246,57.21,199
502,Sant Andreu,2018,09,el Bon Pastor,Female,400,41.43505454638585,2.1933091722750544,41.436966595818845,2.2018821998161364,778,51.41,68
503,Sant Andreu,2018,09,el Bon Pastor,Male,378,41.43505454638585,2.1933091722750544,41.436966595818845,2.2018821998161364,778,48.59,68
504,Gràcia,2018,06,el Camp d'en Grassot i Gràcia Nova,Female,1001,41.41014984533272,2.15239842811538,41.406303274194116,2.1650129537004696,1961,51.05,530
505,Gràcia,2018,06,el Camp d'en Grassot i Gràcia Nova,Male,960,41.41014984533272,2.15239842811538,41.406303274194116,2.1650129537004696,1961,48.95,530
506,Sant Martí,2018,10,el Camp de l'Arpa del Clot,Female,1241,41.407613151742986,2.2012214191471715,41.412010616322334,2.1824611855386538,2360,52.58,515
507,Sant Martí,2018,10,el Camp de l'Arpa del Clot,Male,1119,41.407613151742986,2.2012214191471715,41.412010616322334,2.1824611855386538,2360,47.42,515
508,Horta-Guinardó,2018,07,el Carmel,Female,795,41.42913982673942,2.150530914702001,41.42174672331425,2.1559470043877886,1515,52.48,338
509,Horta-Guinardó,2018,07,el Carmel,Male,720,41.42913982673942,2.150530914702001,41.42174672331425,2.1559470043877886,1515,47.52,338
510,Sant Martí,2018,10,el Clot,Female,731,41.407613151742986,2.2012214191471715,41.4098058884566,2.190020340634504,1346,54.31,387
511,Sant Martí,2018,10,el Clot,Male,615,41.407613151742986,2.2012214191471715,41.4098058884566,2.190020340634504,1346,45.69,387
512,Gràcia,2018,06,el Coll,Female,174,41.41014984533272,2.15239842811538,41.41823358068606,2.147736395081032,363,47.93,210
513,Gràcia,2018,06,el Coll,Male,189,41.41014984533272,2.15239842811538,41.41823358068606,2.147736395081032,363,52.07,210
514,Sant Andreu,2018,09,el Congrés i els Indians,Female,384,41.43505454638585,2.1933091722750544,41.42457885638329,2.1808357843935195,758,50.66,346
515,Sant Andreu,2018,09,el Congrés i els Indians,Male,374,41.43505454638585,2.1933091722750544,41.42457885638329,2.1808357843935195,758,49.34,346
516,Eixample,2018,02,el Fort Pienc,Female,1215,41.39162181574575,2.1644883081819466,41.397405898016736,2.181498917420189,2409,50.44,343
517,Eixample,2018,02,el Fort Pienc,Male,1194,41.39162181574575,2.1644883081819466,41.397405898016736,2.181498917420189,2409,49.56,343
518,Horta-Guinardó,2018,07,el Guinardó,Female,922,41.42913982673942,2.150530914702001,41.41881986815293,2.173626015032121,1803,51.14,281
519,Horta-Guinardó,2018,07,el Guinardó,Male,881,41.42913982673942,2.150530914702001,41.41881986815293,2.173626015032121,1803,48.86,281
520,Sant Martí,2018,10,el Parc i la Llacuna del Poblenou,Female,493,41.407613151742986,2.2012214191471715,41.398613220115344,2.190249714462936,968,50.93,136
521,Sant Martí,2018,10,el Parc i la Llacuna del Poblenou,Male,475,41.407613151742986,2.2012214191471715,41.398613220115344,2.190249714462936,968,49.07,136
522,Sants-Montjuïc,2018,03,el Poble Sec,Female,1592,41.34994863691585,2.1449328518852444,41.36538911640937,2.1582110952686215,3328,47.84,86
523,Sants-Montjuïc,2018,03,el Poble Sec,Male,1736,41.34994863691585,2.1449328518852444,41.36538911640937,2.1582110952686215,3328,52.16,86
524,Sant Martí,2018,10,el Poblenou,Female,849,41.407613151742986,2.2012214191471715,41.399986587118,2.2023944832245395,1668,50.9,216
525,Sant Martí,2018,10,el Poblenou,Male,819,41.407613151742986,2.2012214191471715,41.399986587118,2.2023944832245395,1668,49.1,216
526,Sarrià-Sant Gervasi,2018,05,el Putxet i el Farró,Female,771,41.412773594643824,2.106121049753216,41.40689839008574,2.1439149715259136,1479,52.13,348
527,Sarrià-Sant Gervasi,2018,05,el Putxet i el Farró,Male,708,41.412773594643824,2.106121049753216,41.40689839008574,2.1439149715259136,1479,47.87,348
528,Ciutat Vella,2018,01,el Raval,Female,2346,41.38084295838007,2.181049163164951,41.378999052931846,2.170437430140317,5699,41.17,427
529,Ciutat Vella,2018,01,el Raval,Male,3353,41.38084295838007,2.181049163164951,41.378999052931846,2.170437430140317,5699,58.83,427
530,Nou Barris,2018,08,el Turó de la Peira,Female,451,41.44624399686965,2.175060174739923,41.43229809744909,2.1689287084102062,859,52.5,439
531,Nou Barris,2018,08,el Turó de la Peira,Male,408,41.44624399686965,2.175060174739923,41.43229809744909,2.1689287084102062,859,47.5,439
532,Eixample,2018,02,l'Antiga Esquerra de l'Eixample,Female,1787,41.39162181574575,2.1644883081819466,41.38934720324182,2.1551726755124543,3629,49.24,343
533,Eixample,2018,02,l'Antiga Esquerra de l'Eixample,Male,1842,41.39162181574575,2.1644883081819466,41.38934720324182,2.1551726755124543,3629,50.76,343
534,Ciutat Vella,2018,01,la Barceloneta,Female,764,41.38084295838007,2.181049163164951,41.377683632195314,2.1901483803779085,1681,45.45,136
535,Ciutat Vella,2018,01,la Barceloneta,Male,917,41.38084295838007,2.181049163164951,41.377683632195314,2.1901483803779085,1681,54.55,136
536,Sants-Montjuïc,2018,03,la Bordeta,Female,526,41.34994863691585,2.1449328518852444,41.369065870882004,2.136434490087801,1130,46.55,328
537,Sants-Montjuïc,2018,03,la Bordeta,Male,604,41.34994863691585,2.1449328518852444,41.369065870882004,2.136434490087801,1130,53.45,328
538,Horta-Guinardó,2018,07,la Clota,Female,12,41.42913982673942,2.150530914702001,41.42886496357722,2.153076339811532,34,35.29,36
539,Horta-Guinardó,2018,07,la Clota,Male,22,41.42913982673942,2.150530914702001,41.42886496357722,2.153076339811532,34,64.71,36
540,Eixample,2018,02,la Dreta de l'Eixample,Female,1677,41.39162181574575,2.1644883081819466,41.39389229518443,2.168203987222032,3273,51.24,205
541,Eixample,2018,02,la Dreta de l'Eixample,Male,1596,41.39162181574575,2.1644883081819466,41.39389229518443,2.168203987222032,3273,48.76,205
542,Horta-Guinardó,2018,07,la Font d'en Fargues,Female,152,41.42913982673942,2.150530914702001,41.42458216175912,2.165241491816915,291,52.23,143
543,Horta-Guinardó,2018,07,la Font d'en Fargues,Male,139,41.42913982673942,2.150530914702001,41.42458216175912,2.165241491816915,291,47.77,143
544,Sants-Montjuïc,2018,03,la Font de la Guatlla,Female,341,41.34994863691585,2.1449328518852444,41.36977699847218,2.1449169483079222,699,48.78,345
545,Sants-Montjuïc,2018,03,la Font de la Guatlla,Male,358,41.34994863691585,2.1449328518852444,41.36977699847218,2.1449169483079222,699,51.22,345
546,Nou Barris,2018,08,la Guineueta,Female,254,41.44624399686965,2.175060174739923,41.438810193171115,2.1689111686865257,479,53.03,250
547,Nou Barris,2018,08,la Guineueta,Male,225,41.44624399686965,2.175060174739923,41.438810193171115,2.1689111686865257,479,46.97,250
548,Sants-Montjuïc,2018,03,la Marina de Port,Female,859,41.34994863691585,2.1449328518852444,41.360010766828424,2.139827247855693,1700,50.53,242
549,Sants-Montjuïc,2018,03,la Marina de Port,Male,841,41.34994863691585,2.1449328518852444,41.360010766828424,2.139827247855693,1700,49.47,242
550,Sants-Montjuïc,2018,03,la Marina del Prat Vermell,Female,28,41.34994863691585,2.1449328518852444,41.339081828169405,2.141847390471855,53,52.83,1
551,Sants-Montjuïc,2018,03,la Marina del Prat Vermell,Male,25,41.34994863691585,2.1449328518852444,41.339081828169405,2.141847390471855,53,47.17,1
552,Les Corts,2018,04,la Maternitat i Sant Ramon,Female,703,41.386969710556954,2.1182139026232667,41.381193628716815,2.117399268331813,1383,50.83,125
553,Les Corts,2018,04,la Maternitat i Sant Ramon,Male,680,41.386969710556954,2.1182139026232667,41.381193628716815,2.117399268331813,1383,49.17,125
554,Eixample,2018,02,la Nova Esquerra de l'Eixample,Female,2050,41.39162181574575,2.1644883081819466,41.38305948067014,2.148969390791108,3910,52.43,432
555,Eixample,2018,02,la Nova Esquerra de l'Eixample,Male,1860,41.39162181574575,2.1644883081819466,41.38305948067014,2.148969390791108,3910,47.57,432
556,Nou Barris,2018,08,la Prosperitat,Female,679,41.44624399686965,2.175060174739923,41.442658256783524,2.1819599488647814,1269,53.51,448
557,Nou Barris,2018,08,la Prosperitat,Male,590,41.44624399686965,2.175060174739923,41.442658256783524,2.1819599488647814,1269,46.49,448
558,Eixample,2018,02,la Sagrada Família,Female,1999,41.39162181574575,2.1644883081819466,41.40545288785172,2.1765351354467284,3811,52.45,493
559,Eixample,2018,02,la Sagrada Família,Male,1812,41.39162181574575,2.1644883081819466,41.40545288785172,2.1765351354467284,3811,47.55,493
560,Sant Andreu,2018,09,la Sagrera,Female,698,41.43505454638585,2.1933091722750544,41.423263762335694,2.1902413234256004,1365,51.14,296
561,Sant Andreu,2018,09,la Sagrera,Male,667,41.43505454638585,2.1933091722750544,41.423263762335694,2.1902413234256004,1365,48.86,296
562,Gràcia,2018,06,la Salut,Female,325,41.41014984533272,2.15239842811538,41.41243135515764,2.1543557981986443,681,47.72,204
563,Gràcia,2018,06,la Salut,Male,356,41.41014984533272,2.15239842811538,41.41243135515764,2.1543557981986443,681,52.28,204
564,Horta-Guinardó,2018,07,la Teixonera,Female,298,41.42913982673942,2.150530914702001,41.42305281093841,2.146521863119086,546,54.58,344
565,Horta-Guinardó,2018,07,la Teixonera,Male,248,41.42913982673942,2.150530914702001,41.42305281093841,2.146521863119086,546,45.42,344
566,Nou Barris,2018,08,la Trinitat Nova,Female,246,41.44624399686965,2.175060174739923,41.45060790600672,2.1848904505363707,545,45.14,127
567,Nou Barris,2018,08,la Trinitat Nova,Male,299,41.44624399686965,2.175060174739923,41.45060790600672,2.1848904505363707,545,54.86,127
568,Sant Andreu,2018,09,la Trinitat Vella,Female,343,41.43505454638585,2.1933091722750544,41.451661321142026,2.192890881354412,726,47.25,124
569,Sant Andreu,2018,09,la Trinitat Vella,Male,383,41.43505454638585,2.1933091722750544,41.451661321142026,2.192890881354412,726,52.75,124
570,Horta-Guinardó,2018,07,la Vall d'Hebron,Female,102,41.42913982673942,2.150530914702001,41.430417126031536,2.1483446421763515,210,48.57,77
571,Horta-Guinardó,2018,07,la Vall d'Hebron,Male,108,41.42913982673942,2.150530914702001,41.430417126031536,2.1483446421763515,210,51.43,77
572,Sant Martí,2018,10,la Verneda i la Pau,Female,600,41.407613151742986,2.2012214191471715,41.423947239365006,2.203060844273514,1149,52.22,255
573,Sant Martí,2018,10,la Verneda i la Pau,Male,549,41.407613151742986,2.2012214191471715,41.423947239365006,2.203060844273514,1149,47.78,255
