,year,districtCode,districtName,neighborhoodCode,neighborhoodName,population,areaHA,residetialAreaHA,density,residentialDencity
323,2016,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,34234,65.0,,545,888
324,2016,7,Horta-Guinardó,33,el Baix Guinardó,25547,56.0,,465,1077
325,2016,7,Horta-Guinardó,34,Can Baró,8965,38.4,,243,625
326,2016,7,Horta-Guinardó,35,el Guinardó,36136,130.8,,287,693
327,2016,7,Horta-Guinardó,36,la Font d'en Fargues,9400,65.7,,145,238
328,2016,7,Horta-Guinardó,37,el Carmel,31355,94.2,,346,795
329,2016,7,Horta-Guinardó,38,la Teixonera,11277,33.7,,353,599
330,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,6725,171.6,,44,372
331,2016,7,Horta-Guinardó,40,Montbau,5053,204.7,,25,441
332,2016,7,Horta-Guinardó,41,la Vall d'Hebron,5686,73.6,,79,732
333,2016,7,Horta-Guinardó,42,la Clota,583,17.8,,40,95
334,2016,7,Horta-Guinardó,43,Horta,26541,308.2,,92,419
335,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,25508,56.7,,462,880
336,2016,8,Nou Barris,45,Porta,24519,84.1,,332,697
337,2016,8,Nou Barris,46,el Turó de la Peira,15364,35.4,,458,1144
338,2016,8,Nou Barris,47,Can Peguera,2258,12.0,,192,373
339,2016,8,Nou Barris,48,la Guineueta,15043,61.1,,252,674
340,2016,8,Nou Barris,49,Canyelles,6923,79.3,,87,622
341,2016,8,Nou Barris,50,les Roquetes,15398,64.2,,255,846
342,2016,8,Nou Barris,51,Verdun,12260,23.7,,539,859
343,2016,8,Nou Barris,52,la Prosperitat,26167,59.5,,457,957
344,2016,8,Nou Barris,53,la Trinitat Nova,7257,56.0,,133,577
345,2016,8,Nou Barris,54,Torre Baró,2791,176.8,,17,132
346,2016,8,Nou Barris,55,Ciutat Meridiana,10041,35.5,,294,663
347,2016,8,Nou Barris,56,Vallbona,1352,59.8,,23,199
348,2016,9,Sant Andreu,57,la Trinitat Vella,10032,81.0,,130,790
349,2016,9,Sant Andreu,58,Baró de Viver,2507,23.0,,114,641
350,2016,9,Sant Andreu,59,el Bon Pastor,12589,188.2,,73,704
351,2016,9,Sant Andreu,60,Sant Andreu,56683,184.1,,313,738
352,2016,9,Sant Andreu,61,la Sagrera,28796,97.2,,300,728
353,2016,9,Sant Andreu,62,el Congrés i els Indians,14044,40.7,,360,730
354,2016,9,Sant Andreu,63,Navas,22080,42.3,,529,981
355,2016,10,Sant Martí,64,el Camp de l'Arpa del Clot,38104,74.2,,528,887
356,2016,10,Sant Martí,65,el Clot,26898,69.6,,388,1139
357,2016,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,14838,111.4,,142,745
358,2016,10,Sant Martí,67,la Vila Olímpica del Poblenou,9335,94.3,,101,386
359,2016,10,Sant Martí,68,el Poblenou,33586,154.5,,219,789
360,2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,13397,123.7,,110,582
361,2016,10,Sant Martí,70,el Besòs i el Maresme,22746,127.4,,212,888
362,2016,10,Sant Martí,71,Provençals del Poblenou,20369,110.5,,196,1511
363,2016,10,Sant Martí,72,Sant Martí de Provençals,26010,74.5,,356,1149
364,2016,10,Sant Martí,73,la Verneda i la Pau,28645,112.3,,255,714
365,2015,1,Ciutat Vella,1,el Raval,47142,109.8,,437,949
366,2015,1,Ciutat Vella,2,el Barri Gòtic,15484,84.2,,265,454
367,2015,1,Ciutat Vella,3,la Barceloneta,15032,131.4,,128,1149
368,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",22457,111.4,,209,695
369,2015,2,Eixample,5,el Fort Pienc,31543,92.9,,360,944
370,2015,2,Eixample,6,la Sagrada Família,51097,105.1,,501,995
371,2015,2,Eixample,7,la Dreta de l'Eixample,43556,212.3,,209,382
372,2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41664,123.4,,350,622
373,2015,2,Eixample,9,la Nova Esquerra de l'Eixample,57665,133.8,,437,876
374,2015,2,Eixample,10,Sant Antoni,38033,80.1,,484,917
375,2015,3,Sants-Montjuïc,11,el Poble Sec,40208,460.5,,88,1016
376,2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,1125,1428.4,,1,31
377,2015,3,Sants-Montjuïc,13,la Marina de Port,30232,125.5,,247,773
378,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,10366,30.2,,349,909
379,2015,3,Sants-Montjuïc,15,Hostafrancs,15747,41.0,,395,703
380,2015,3,Sants-Montjuïc,16,la Bordeta,18378,57.7,,342,890
381,2015,3,Sants-Montjuïc,17,Sants - Badal,24014,41.1,,601,956
382,2015,3,Sants-Montjuïc,18,Sants,40687,109.8,,399,732
383,2015,4,Les Corts,19,les Corts,46000,141.3,,331,705
384,2015,4,Les Corts,20,la Maternitat i Sant Ramon,23817,190.3,,125,729
385,2015,4,Les Corts,21,Pedralbes,11713,270.2,,44,143
386,2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",4602,1152.4,,4,51
387,2015,5,Sarrià-Sant Gervasi,23,Sarrià,24641,304.2,,83,261
388,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,16498,78.8,,211,388
389,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,25246,223.5,,117,308
390,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,46708,165.9,,287,489
391,2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,29139,84.6,,357,547
392,2015,6,Gràcia,28,Vallcarca i els Penitents,15492,120.9,,130,331
393,2015,6,Gràcia,29,el Coll,7349,35.8,,215,593
394,2015,6,Gràcia,30,la Salut,13227,64.3,,208,689
395,2015,6,Gràcia,31,la Vila de Gràcia,50415,132.6,,385,604
396,2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,33918,65.0,,545,880
397,2015,7,Horta-Guinardó,33,el Baix Guinardó,25466,56.0,,465,1073
398,2015,7,Horta-Guinardó,34,Can Baró,8819,38.4,,243,615
399,2015,7,Horta-Guinardó,35,el Guinardó,35773,130.8,,287,684
400,2015,7,Horta-Guinardó,36,la Font d'en Fargues,9407,65.7,,145,238
401,2015,7,Horta-Guinardó,37,el Carmel,31456,94.2,,346,798
402,2015,7,Horta-Guinardó,38,la Teixonera,11361,33.7,,353,603
403,2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,6754,171.6,,44,373
404,2015,7,Horta-Guinardó,40,Montbau,5046,204.7,,25,432
405,2015,7,Horta-Guinardó,41,la Vall d'Hebron,5468,73.6,,79,671
406,2015,7,Horta-Guinardó,42,la Clota,542,17.8,,40,89
407,2015,7,Horta-Guinardó,43,Horta,26467,308.2,,92,418
408,2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,25451,56.7,,462,878
409,2015,8,Nou Barris,45,Porta,24240,84.1,,332,689
410,2015,8,Nou Barris,46,el Turó de la Peira,15389,35.4,,458,1151
411,2015,8,Nou Barris,47,Can Peguera,2275,12.0,,192,274
412,2015,8,Nou Barris,48,la Guineueta,15099,61.1,,252,675
413,2015,8,Nou Barris,49,Canyelles,6953,79.3,,87,622
414,2015,8,Nou Barris,50,les Roquetes,15398,64.2,,255,846
415,2015,8,Nou Barris,51,Verdun,12225,23.7,,539,857
416,2015,8,Nou Barris,52,la Prosperitat,25979,59.5,,457,949
417,2015,8,Nou Barris,53,la Trinitat Nova,7332,56.0,,133,583
418,2015,8,Nou Barris,54,Torre Baró,2727,176.8,,17,126
419,2015,8,Nou Barris,55,Ciutat Meridiana,10245,35.5,,294,676
420,2015,8,Nou Barris,56,Vallbona,1335,59.8,,23,198
421,2015,9,Sant Andreu,57,la Trinitat Vella,10059,81.0,,130,792
422,2015,9,Sant Andreu,58,Baró de Viver,2482,23.0,,114,634
423,2015,9,Sant Andreu,59,el Bon Pastor,12554,188.2,,73,702
424,2015,9,Sant Andreu,60,Sant Andreu,56503,184.1,,313,736
425,2015,9,Sant Andreu,61,la Sagrera,28887,97.2,,300,730
426,2015,9,Sant Andreu,62,el Congrés i els Indians,14043,40.7,,360,733
427,2015,9,Sant Andreu,63,Navas,21966,42.3,,529,976
428,2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,38178,74.2,,528,889
429,2015,10,Sant Martí,65,el Clot,26933,69.6,,388,1141
430,2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,14708,111.4,,142,745
431,2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,9326,94.3,,101,386
432,2015,10,Sant Martí,68,el Poblenou,33437,154.5,,219,786
433,2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,13369,123.7,,110,581
434,2015,10,Sant Martí,70,el Besòs i el Maresme,22834,127.4,,212,891
435,2015,10,Sant Martí,71,Provençals del Poblenou,20161,110.5,,196,1496
436,2015,10,Sant Martí,72,Sant Martí de Provençals,25975,74.5,,356,1147
437,2015,10,Sant Martí,73,la Verneda i la Pau,28738,112.3,,255,717
