districtName,5YearAge,year,districtCode,neighborhoodCode,neighborhoodName,count
Sant Andreu,0-4,2016,9,60,Sant Andreu,109
Sant Andreu,0-4,2016,9,61,la Sagrera,71
Sant Andreu,0-4,2016,9,62,el Congrés i els Indians,14
Sant Andreu,0-4,2016,9,63,Navas,48
Sant Martí,0-4,2016,10,64,el Camp de l'Arpa del Clot,54
Sant Martí,0-4,2016,10,65,el Clot,46
Sant Martí,0-4,2016,10,66,el Parc i la Llacuna del Poblenou,32
Sant Martí,0-4,2016,10,67,la Vila Olímpica del Poblenou,27
Sant Martí,0-4,2016,10,68,el Poblenou,88
Sant Martí,0-4,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,59
Sant Martí,0-4,2016,10,70,el Besòs i el Maresme,97
Sant Martí,0-4,2016,10,71,Provençals del Poblenou,42
Sant Martí,0-4,2016,10,72,Sant Martí de Provençals,25
Sant Martí,0-4,2016,10,73,la Verneda i la Pau,44
Ciutat Vella,5-9,2016,1,1,el Raval,139
Ciutat Vella,5-9,2016,1,2,el Barri Gòtic,44
Ciutat Vella,5-9,2016,1,3,la Barceloneta,19
Ciutat Vella,5-9,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",40
Eixample,5-9,2016,2,5,el Fort Pienc,44
Eixample,5-9,2016,2,6,la Sagrada Família,80
Eixample,5-9,2016,2,7,la Dreta de l'Eixample,63
Eixample,5-9,2016,2,8,l'Antiga Esquerra de l'Eixample,50
Eixample,5-9,2016,2,9,la Nova Esquerra de l'Eixample,69
Eixample,5-9,2016,2,10,Sant Antoni,40
Sants-Montjuïc,5-9,2016,3,11,el Poble Sec,78
Sants-Montjuïc,5-9,2016,3,12,la Marina del Prat Vermell,1
Sants-Montjuïc,5-9,2016,3,13,la Marina de Port,50
Sants-Montjuïc,5-9,2016,3,14,la Font de la Guatlla,14
Sants-Montjuïc,5-9,2016,3,15,Hostafrancs,28
Sants-Montjuïc,5-9,2016,3,16,la Bordeta,35
Sants-Montjuïc,5-9,2016,3,17,Sants - Badal,49
Sants-Montjuïc,5-9,2016,3,18,Sants,58
Les Corts,5-9,2016,4,19,les Corts,62
Les Corts,5-9,2016,4,20,la Maternitat i Sant Ramon,40
Les Corts,5-9,2016,4,21,Pedralbes,58
Sarrià-Sant Gervasi,5-9,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",4
Sarrià-Sant Gervasi,5-9,2016,5,23,Sarrià,74
Sarrià-Sant Gervasi,5-9,2016,5,24,les Tres Torres,35
Sarrià-Sant Gervasi,5-9,2016,5,25,Sant Gervasi - la Bonanova,49
Sarrià-Sant Gervasi,5-9,2016,5,26,Sant Gervasi - Galvany,97
Sarrià-Sant Gervasi,5-9,2016,5,27,el Putxet i el Farró,55
Gràcia,5-9,2016,6,28,Vallcarca i els Penitents,27
Gràcia,5-9,2016,6,29,el Coll,15
Gràcia,5-9,2016,6,30,la Salut,13
Gràcia,5-9,2016,6,31,la Vila de Gràcia,52
Gràcia,5-9,2016,6,32,el Camp d'en Grassot i Gràcia Nova,34
Horta-Guinardó,5-9,2016,7,33,el Baix Guinardó,27
Horta-Guinardó,5-9,2016,7,34,Can Baró,9
Horta-Guinardó,5-9,2016,7,35,el Guinardó,60
Horta-Guinardó,5-9,2016,7,36,la Font d'en Fargues,8
Horta-Guinardó,5-9,2016,7,37,el Carmel,35
Horta-Guinardó,5-9,2016,7,38,la Teixonera,25
Horta-Guinardó,5-9,2016,7,39,Sant Genís dels Agudells,12
Horta-Guinardó,5-9,2016,7,40,Montbau,12
Horta-Guinardó,5-9,2016,7,41,la Vall d'Hebron,7
Horta-Guinardó,5-9,2016,7,42,la Clota,1
Horta-Guinardó,5-9,2016,7,43,Horta,40
Nou Barris,5-9,2016,8,44,Vilapicina i la Torre Llobeta,46
Nou Barris,5-9,2016,8,45,Porta,47
Nou Barris,5-9,2016,8,46,el Turó de la Peira,28
Nou Barris,5-9,2016,8,47,Can Peguera,3
Nou Barris,5-9,2016,8,48,la Guineueta,24
Nou Barris,5-9,2016,8,49,Canyelles,7
Nou Barris,5-9,2016,8,50,les Roquetes,40
Nou Barris,5-9,2016,8,51,Verdun,24
Nou Barris,5-9,2016,8,52,la Prosperitat,43
Nou Barris,5-9,2016,8,53,la Trinitat Nova,11
Nou Barris,5-9,2016,8,54,Torre Baró,6
Nou Barris,5-9,2016,8,55,Ciutat Meridiana,26
Nou Barris,5-9,2016,8,56,Vallbona,5
Sant Andreu,5-9,2016,9,57,la Trinitat Vella,29
Sant Andreu,5-9,2016,9,58,Baró de Viver,3
Sant Andreu,5-9,2016,9,59,el Bon Pastor,27
Sant Andreu,5-9,2016,9,60,Sant Andreu,52
Sant Andreu,5-9,2016,9,61,la Sagrera,38
Sant Andreu,5-9,2016,9,62,el Congrés i els Indians,15
Sant Andreu,5-9,2016,9,63,Navas,29
Sant Martí,5-9,2016,10,64,el Camp de l'Arpa del Clot,57
Sant Martí,5-9,2016,10,65,el Clot,27
Sant Martí,5-9,2016,10,66,el Parc i la Llacuna del Poblenou,19
Sant Martí,5-9,2016,10,67,la Vila Olímpica del Poblenou,14
Sant Martí,5-9,2016,10,68,el Poblenou,55
Sant Martí,5-9,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,36
Sant Martí,5-9,2016,10,70,el Besòs i el Maresme,89
Sant Martí,5-9,2016,10,71,Provençals del Poblenou,25
Sant Martí,5-9,2016,10,72,Sant Martí de Provençals,36
Sant Martí,5-9,2016,10,73,la Verneda i la Pau,37
Ciutat Vella,10-14,2016,1,1,el Raval,121
Ciutat Vella,10-14,2016,1,2,el Barri Gòtic,36
Ciutat Vella,10-14,2016,1,3,la Barceloneta,22
Ciutat Vella,10-14,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",39
Eixample,10-14,2016,2,5,el Fort Pienc,31
Eixample,10-14,2016,2,6,la Sagrada Família,65
Eixample,10-14,2016,2,7,la Dreta de l'Eixample,78
Eixample,10-14,2016,2,8,l'Antiga Esquerra de l'Eixample,44
Eixample,10-14,2016,2,9,la Nova Esquerra de l'Eixample,88
Eixample,10-14,2016,2,10,Sant Antoni,46
Sants-Montjuïc,10-14,2016,3,11,el Poble Sec,78
Sants-Montjuïc,10-14,2016,3,12,la Marina del Prat Vermell,3
Sants-Montjuïc,10-14,2016,3,13,la Marina de Port,46
Sants-Montjuïc,10-14,2016,3,14,la Font de la Guatlla,10
Sants-Montjuïc,10-14,2016,3,15,Hostafrancs,31
Sants-Montjuïc,10-14,2016,3,16,la Bordeta,30
Sants-Montjuïc,10-14,2016,3,17,Sants - Badal,52
Sants-Montjuïc,10-14,2016,3,18,Sants,69
Les Corts,10-14,2016,4,19,les Corts,63
Les Corts,10-14,2016,4,20,la Maternitat i Sant Ramon,40
Les Corts,10-14,2016,4,21,Pedralbes,58
Sarrià-Sant Gervasi,10-14,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",4
Sarrià-Sant Gervasi,10-14,2016,5,23,Sarrià,64
Sarrià-Sant Gervasi,10-14,2016,5,24,les Tres Torres,32
Sarrià-Sant Gervasi,10-14,2016,5,25,Sant Gervasi - la Bonanova,92
Sarrià-Sant Gervasi,10-14,2016,5,26,Sant Gervasi - Galvany,138
Sarrià-Sant Gervasi,10-14,2016,5,27,el Putxet i el Farró,38
Gràcia,10-14,2016,6,28,Vallcarca i els Penitents,24
Gràcia,10-14,2016,6,29,el Coll,16
Gràcia,10-14,2016,6,30,la Salut,13
Gràcia,10-14,2016,6,31,la Vila de Gràcia,48
Gràcia,10-14,2016,6,32,el Camp d'en Grassot i Gràcia Nova,37
Horta-Guinardó,10-14,2016,7,33,el Baix Guinardó,16
Horta-Guinardó,10-14,2016,7,34,Can Baró,9
Horta-Guinardó,10-14,2016,7,35,el Guinardó,48
Horta-Guinardó,10-14,2016,7,36,la Font d'en Fargues,4
Horta-Guinardó,10-14,2016,7,37,el Carmel,50
Horta-Guinardó,10-14,2016,7,38,la Teixonera,21
Horta-Guinardó,10-14,2016,7,39,Sant Genís dels Agudells,23
Horta-Guinardó,10-14,2016,7,40,Montbau,5
Horta-Guinardó,10-14,2016,7,41,la Vall d'Hebron,6
Horta-Guinardó,10-14,2016,7,42,la Clota,0
Horta-Guinardó,10-14,2016,7,43,Horta,38
Nou Barris,10-14,2016,8,44,Vilapicina i la Torre Llobeta,49
Nou Barris,10-14,2016,8,45,Porta,61
Nou Barris,10-14,2016,8,46,el Turó de la Peira,33
Nou Barris,10-14,2016,8,47,Can Peguera,5
Nou Barris,10-14,2016,8,48,la Guineueta,19
Nou Barris,10-14,2016,8,49,Canyelles,5
Nou Barris,10-14,2016,8,50,les Roquetes,56
Nou Barris,10-14,2016,8,51,Verdun,30
Nou Barris,10-14,2016,8,52,la Prosperitat,43
Nou Barris,10-14,2016,8,53,la Trinitat Nova,11
Nou Barris,10-14,2016,8,54,Torre Baró,6
Nou Barris,10-14,2016,8,55,Ciutat Meridiana,28
Nou Barris,10-14,2016,8,56,Vallbona,3
Sant Andreu,10-14,2016,9,57,la Trinitat Vella,26
Sant Andreu,10-14,2016,9,58,Baró de Viver,5
Sant Andreu,10-14,2016,9,59,el Bon Pastor,22
Sant Andreu,10-14,2016,9,60,Sant Andreu,39
Sant Andreu,10-14,2016,9,61,la Sagrera,44
Sant Andreu,10-14,2016,9,62,el Congrés i els Indians,20
Sant Andreu,10-14,2016,9,63,Navas,43
Sant Martí,10-14,2016,10,64,el Camp de l'Arpa del Clot,43
Sant Martí,10-14,2016,10,65,el Clot,24
Sant Martí,10-14,2016,10,66,el Parc i la Llacuna del Poblenou,17
Sant Martí,10-14,2016,10,67,la Vila Olímpica del Poblenou,12
Sant Martí,10-14,2016,10,68,el Poblenou,42
Sant Martí,10-14,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,17
Sant Martí,10-14,2016,10,70,el Besòs i el Maresme,76
Sant Martí,10-14,2016,10,71,Provençals del Poblenou,25
Sant Martí,10-14,2016,10,72,Sant Martí de Provençals,29
Sant Martí,10-14,2016,10,73,la Verneda i la Pau,44
Ciutat Vella,15-19,2016,1,1,el Raval,238
Ciutat Vella,15-19,2016,1,2,el Barri Gòtic,89
Ciutat Vella,15-19,2016,1,3,la Barceloneta,50
Ciutat Vella,15-19,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",153
Eixample,15-19,2016,2,5,el Fort Pienc,71
Eixample,15-19,2016,2,6,la Sagrada Família,133
Eixample,15-19,2016,2,7,la Dreta de l'Eixample,102
Eixample,15-19,2016,2,8,l'Antiga Esquerra de l'Eixample,94
Eixample,15-19,2016,2,9,la Nova Esquerra de l'Eixample,118
Eixample,15-19,2016,2,10,Sant Antoni,88
Sants-Montjuïc,15-19,2016,3,11,el Poble Sec,166
Sants-Montjuïc,15-19,2016,3,12,la Marina del Prat Vermell,3
Sants-Montjuïc,15-19,2016,3,13,la Marina de Port,86
Sants-Montjuïc,15-19,2016,3,14,la Font de la Guatlla,19
Sants-Montjuïc,15-19,2016,3,15,Hostafrancs,41
Sants-Montjuïc,15-19,2016,3,16,la Bordeta,34
Sants-Montjuïc,15-19,2016,3,17,Sants - Badal,63
Sants-Montjuïc,15-19,2016,3,18,Sants,115
Les Corts,15-19,2016,4,19,les Corts,95
Les Corts,15-19,2016,4,20,la Maternitat i Sant Ramon,46
Les Corts,15-19,2016,4,21,Pedralbes,50
Sarrià-Sant Gervasi,15-19,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",7
Sarrià-Sant Gervasi,15-19,2016,5,23,Sarrià,90
Sarrià-Sant Gervasi,15-19,2016,5,24,les Tres Torres,38
Sarrià-Sant Gervasi,15-19,2016,5,25,Sant Gervasi - la Bonanova,89
Sarrià-Sant Gervasi,15-19,2016,5,26,Sant Gervasi - Galvany,141
Sarrià-Sant Gervasi,15-19,2016,5,27,el Putxet i el Farró,42
Gràcia,15-19,2016,6,28,Vallcarca i els Penitents,40
Gràcia,15-19,2016,6,29,el Coll,20
Gràcia,15-19,2016,6,30,la Salut,60
Gràcia,15-19,2016,6,31,la Vila de Gràcia,89
Gràcia,15-19,2016,6,32,el Camp d'en Grassot i Gràcia Nova,41
Horta-Guinardó,15-19,2016,7,33,el Baix Guinardó,35
Horta-Guinardó,15-19,2016,7,34,Can Baró,21
Horta-Guinardó,15-19,2016,7,35,el Guinardó,70
Horta-Guinardó,15-19,2016,7,36,la Font d'en Fargues,7
Horta-Guinardó,15-19,2016,7,37,el Carmel,62
Horta-Guinardó,15-19,2016,7,38,la Teixonera,28
Horta-Guinardó,15-19,2016,7,39,Sant Genís dels Agudells,41
Horta-Guinardó,15-19,2016,7,40,Montbau,13
Horta-Guinardó,15-19,2016,7,41,la Vall d'Hebron,8
Horta-Guinardó,15-19,2016,7,42,la Clota,0
Horta-Guinardó,15-19,2016,7,43,Horta,63
Nou Barris,15-19,2016,8,44,Vilapicina i la Torre Llobeta,52
Nou Barris,15-19,2016,8,45,Porta,79
Nou Barris,15-19,2016,8,46,el Turó de la Peira,59
Nou Barris,15-19,2016,8,47,Can Peguera,9
Nou Barris,15-19,2016,8,48,la Guineueta,31
Nou Barris,15-19,2016,8,49,Canyelles,1
Nou Barris,15-19,2016,8,50,les Roquetes,48
Nou Barris,15-19,2016,8,51,Verdun,32
Nou Barris,15-19,2016,8,52,la Prosperitat,67
Nou Barris,15-19,2016,8,53,la Trinitat Nova,21
Nou Barris,15-19,2016,8,54,Torre Baró,7
Nou Barris,15-19,2016,8,55,Ciutat Meridiana,67
Nou Barris,15-19,2016,8,56,Vallbona,2
Sant Andreu,15-19,2016,9,57,la Trinitat Vella,33
Sant Andreu,15-19,2016,9,58,Baró de Viver,3
Sant Andreu,15-19,2016,9,59,el Bon Pastor,25
Sant Andreu,15-19,2016,9,60,Sant Andreu,79
Sant Andreu,15-19,2016,9,61,la Sagrera,61
Sant Andreu,15-19,2016,9,62,el Congrés i els Indians,28
Sant Andreu,15-19,2016,9,63,Navas,44
Sant Martí,15-19,2016,10,64,el Camp de l'Arpa del Clot,59
Sant Martí,15-19,2016,10,65,el Clot,44
Sant Martí,15-19,2016,10,66,el Parc i la Llacuna del Poblenou,51
Sant Martí,15-19,2016,10,67,la Vila Olímpica del Poblenou,19
Sant Martí,15-19,2016,10,68,el Poblenou,49
Sant Martí,15-19,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,22
Sant Martí,15-19,2016,10,70,el Besòs i el Maresme,90
Sant Martí,15-19,2016,10,71,Provençals del Poblenou,42
Sant Martí,15-19,2016,10,72,Sant Martí de Provençals,106
Sant Martí,15-19,2016,10,73,la Verneda i la Pau,56
Ciutat Vella,20-24,2016,1,1,el Raval,767
Ciutat Vella,20-24,2016,1,2,el Barri Gòtic,414
Ciutat Vella,20-24,2016,1,3,la Barceloneta,241
Ciutat Vella,20-24,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",370
Eixample,20-24,2016,2,5,el Fort Pienc,300
Eixample,20-24,2016,2,6,la Sagrada Família,461
Eixample,20-24,2016,2,7,la Dreta de l'Eixample,449
Eixample,20-24,2016,2,8,l'Antiga Esquerra de l'Eixample,450
Eixample,20-24,2016,2,9,la Nova Esquerra de l'Eixample,500
Eixample,20-24,2016,2,10,Sant Antoni,311
Sants-Montjuïc,20-24,2016,3,11,el Poble Sec,341
Sants-Montjuïc,20-24,2016,3,12,la Marina del Prat Vermell,6
Sants-Montjuïc,20-24,2016,3,13,la Marina de Port,144
Sants-Montjuïc,20-24,2016,3,14,la Font de la Guatlla,97
Sants-Montjuïc,20-24,2016,3,15,Hostafrancs,132
Sants-Montjuïc,20-24,2016,3,16,la Bordeta,109
Sants-Montjuïc,20-24,2016,3,17,Sants - Badal,199
Sants-Montjuïc,20-24,2016,3,18,Sants,294
Les Corts,20-24,2016,4,19,les Corts,201
Les Corts,20-24,2016,4,20,la Maternitat i Sant Ramon,139
Les Corts,20-24,2016,4,21,Pedralbes,51
Sarrià-Sant Gervasi,20-24,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",14
Sarrià-Sant Gervasi,20-24,2016,5,23,Sarrià,93
Sarrià-Sant Gervasi,20-24,2016,5,24,les Tres Torres,80
Sarrià-Sant Gervasi,20-24,2016,5,25,Sant Gervasi - la Bonanova,113
Sarrià-Sant Gervasi,20-24,2016,5,26,Sant Gervasi - Galvany,208
Sarrià-Sant Gervasi,20-24,2016,5,27,el Putxet i el Farró,149
Gràcia,20-24,2016,6,28,Vallcarca i els Penitents,69
Gràcia,20-24,2016,6,29,el Coll,45
Gràcia,20-24,2016,6,30,la Salut,69
Gràcia,20-24,2016,6,31,la Vila de Gràcia,405
Gràcia,20-24,2016,6,32,el Camp d'en Grassot i Gràcia Nova,195
Horta-Guinardó,20-24,2016,7,33,el Baix Guinardó,121
Horta-Guinardó,20-24,2016,7,34,Can Baró,44
Horta-Guinardó,20-24,2016,7,35,el Guinardó,194
Horta-Guinardó,20-24,2016,7,36,la Font d'en Fargues,14
Horta-Guinardó,20-24,2016,7,37,el Carmel,147
Horta-Guinardó,20-24,2016,7,38,la Teixonera,70
Horta-Guinardó,20-24,2016,7,39,Sant Genís dels Agudells,34
Horta-Guinardó,20-24,2016,7,40,Montbau,21
Horta-Guinardó,20-24,2016,7,41,la Vall d'Hebron,21
Horta-Guinardó,20-24,2016,7,42,la Clota,3
Horta-Guinardó,20-24,2016,7,43,Horta,83
Nou Barris,20-24,2016,8,44,Vilapicina i la Torre Llobeta,106
Nou Barris,20-24,2016,8,45,Porta,138
Nou Barris,20-24,2016,8,46,el Turó de la Peira,77
Nou Barris,20-24,2016,8,47,Can Peguera,3
Nou Barris,20-24,2016,8,48,la Guineueta,48
Nou Barris,20-24,2016,8,49,Canyelles,12
Nou Barris,20-24,2016,8,50,les Roquetes,107
Nou Barris,20-24,2016,8,51,Verdun,69
Nou Barris,20-24,2016,8,52,la Prosperitat,150
Nou Barris,20-24,2016,8,53,la Trinitat Nova,40
Nou Barris,20-24,2016,8,54,Torre Baró,16
Nou Barris,20-24,2016,8,55,Ciutat Meridiana,75
Nou Barris,20-24,2016,8,56,Vallbona,5
Sant Andreu,20-24,2016,9,57,la Trinitat Vella,60
Sant Andreu,20-24,2016,9,58,Baró de Viver,12
Sant Andreu,20-24,2016,9,59,el Bon Pastor,51
Sant Andreu,20-24,2016,9,60,Sant Andreu,186
Sant Andreu,20-24,2016,9,61,la Sagrera,146
Sant Andreu,20-24,2016,9,62,el Congrés i els Indians,69
Sant Andreu,20-24,2016,9,63,Navas,98
Sant Martí,20-24,2016,10,64,el Camp de l'Arpa del Clot,269
Sant Martí,20-24,2016,10,65,el Clot,147
Sant Martí,20-24,2016,10,66,el Parc i la Llacuna del Poblenou,163
Sant Martí,20-24,2016,10,67,la Vila Olímpica del Poblenou,35
Sant Martí,20-24,2016,10,68,el Poblenou,151
Sant Martí,20-24,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,36
Sant Martí,20-24,2016,10,70,el Besòs i el Maresme,164
Sant Martí,20-24,2016,10,71,Provençals del Poblenou,70
Sant Martí,20-24,2016,10,72,Sant Martí de Provençals,134
Sant Martí,20-24,2016,10,73,la Verneda i la Pau,101
Ciutat Vella,25-29,2016,1,1,el Raval,1190
Ciutat Vella,25-29,2016,1,2,el Barri Gòtic,642
Ciutat Vella,25-29,2016,1,3,la Barceloneta,460
Ciutat Vella,25-29,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",649
Eixample,25-29,2016,2,5,el Fort Pienc,506
Eixample,25-29,2016,2,6,la Sagrada Família,766
Eixample,25-29,2016,2,7,la Dreta de l'Eixample,664
Eixample,25-29,2016,2,8,l'Antiga Esquerra de l'Eixample,773
Eixample,25-29,2016,2,9,la Nova Esquerra de l'Eixample,910
Eixample,25-29,2016,2,10,Sant Antoni,538
Sants-Montjuïc,25-29,2016,3,11,el Poble Sec,572
Sants-Montjuïc,25-29,2016,3,12,la Marina del Prat Vermell,7
Sants-Montjuïc,25-29,2016,3,13,la Marina de Port,204
Sants-Montjuïc,25-29,2016,3,14,la Font de la Guatlla,125
Sants-Montjuïc,25-29,2016,3,15,Hostafrancs,231
Sants-Montjuïc,25-29,2016,3,16,la Bordeta,157
Sants-Montjuïc,25-29,2016,3,17,Sants - Badal,270
Sants-Montjuïc,25-29,2016,3,18,Sants,488
Les Corts,25-29,2016,4,19,les Corts,404
Les Corts,25-29,2016,4,20,la Maternitat i Sant Ramon,244
Les Corts,25-29,2016,4,21,Pedralbes,85
Sarrià-Sant Gervasi,25-29,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",13
Sarrià-Sant Gervasi,25-29,2016,5,23,Sarrià,110
Sarrià-Sant Gervasi,25-29,2016,5,24,les Tres Torres,63
Sarrià-Sant Gervasi,25-29,2016,5,25,Sant Gervasi - la Bonanova,164
Sarrià-Sant Gervasi,25-29,2016,5,26,Sant Gervasi - Galvany,362
Sarrià-Sant Gervasi,25-29,2016,5,27,el Putxet i el Farró,240
Gràcia,25-29,2016,6,28,Vallcarca i els Penitents,118
Gràcia,25-29,2016,6,29,el Coll,57
Gràcia,25-29,2016,6,30,la Salut,127
Gràcia,25-29,2016,6,31,la Vila de Gràcia,836
Gràcia,25-29,2016,6,32,el Camp d'en Grassot i Gràcia Nova,380
Horta-Guinardó,25-29,2016,7,33,el Baix Guinardó,255
Horta-Guinardó,25-29,2016,7,34,Can Baró,73
Horta-Guinardó,25-29,2016,7,35,el Guinardó,322
Horta-Guinardó,25-29,2016,7,36,la Font d'en Fargues,36
Horta-Guinardó,25-29,2016,7,37,el Carmel,218
Horta-Guinardó,25-29,2016,7,38,la Teixonera,104
Horta-Guinardó,25-29,2016,7,39,Sant Genís dels Agudells,44
Horta-Guinardó,25-29,2016,7,40,Montbau,49
Horta-Guinardó,25-29,2016,7,41,la Vall d'Hebron,25
Horta-Guinardó,25-29,2016,7,42,la Clota,4
Horta-Guinardó,25-29,2016,7,43,Horta,223
Nou Barris,25-29,2016,8,44,Vilapicina i la Torre Llobeta,160
Nou Barris,25-29,2016,8,45,Porta,154
Nou Barris,25-29,2016,8,46,el Turó de la Peira,129
Nou Barris,25-29,2016,8,47,Can Peguera,7
Nou Barris,25-29,2016,8,48,la Guineueta,68
Nou Barris,25-29,2016,8,49,Canyelles,14
Nou Barris,25-29,2016,8,50,les Roquetes,137
Nou Barris,25-29,2016,8,51,Verdun,81
Nou Barris,25-29,2016,8,52,la Prosperitat,192
Nou Barris,25-29,2016,8,53,la Trinitat Nova,59
Nou Barris,25-29,2016,8,54,Torre Baró,13
Nou Barris,25-29,2016,8,55,Ciutat Meridiana,72
Nou Barris,25-29,2016,8,56,Vallbona,6
Sant Andreu,25-29,2016,9,57,la Trinitat Vella,82
Sant Andreu,25-29,2016,9,58,Baró de Viver,14
Sant Andreu,25-29,2016,9,59,el Bon Pastor,66
Sant Andreu,25-29,2016,9,60,Sant Andreu,278
Sant Andreu,25-29,2016,9,61,la Sagrera,202
Sant Andreu,25-29,2016,9,62,el Congrés i els Indians,95
Sant Andreu,25-29,2016,9,63,Navas,156
Sant Martí,25-29,2016,10,64,el Camp de l'Arpa del Clot,409
Sant Martí,25-29,2016,10,65,el Clot,229
Sant Martí,25-29,2016,10,66,el Parc i la Llacuna del Poblenou,179
Sant Martí,25-29,2016,10,67,la Vila Olímpica del Poblenou,60
Sant Martí,25-29,2016,10,68,el Poblenou,314
Sant Martí,25-29,2016,10,69,Diagonal Mar i el Front Marítim del Poblenou,83
Sant Martí,25-29,2016,10,70,el Besòs i el Maresme,248
Sant Martí,25-29,2016,10,71,Provençals del Poblenou,132
Sant Martí,25-29,2016,10,72,Sant Martí de Provençals,165
Sant Martí,25-29,2016,10,73,la Verneda i la Pau,160
Ciutat Vella,30-34,2016,1,1,el Raval,864
Ciutat Vella,30-34,2016,1,2,el Barri Gòtic,345
Ciutat Vella,30-34,2016,1,3,la Barceloneta,306
Ciutat Vella,30-34,2016,1,4,"Sant Pere, Santa Caterina i la Ribera",443
Eixample,30-34,2016,2,5,el Fort Pienc,325
Eixample,30-34,2016,2,6,la Sagrada Família,521
Eixample,30-34,2016,2,7,la Dreta de l'Eixample,438
Eixample,30-34,2016,2,8,l'Antiga Esquerra de l'Eixample,533
Eixample,30-34,2016,2,9,la Nova Esquerra de l'Eixample,590
Eixample,30-34,2016,2,10,Sant Antoni,389
Sants-Montjuïc,30-34,2016,3,11,el Poble Sec,490
Sants-Montjuïc,30-34,2016,3,12,la Marina del Prat Vermell,8
Sants-Montjuïc,30-34,2016,3,13,la Marina de Port,164
Sants-Montjuïc,30-34,2016,3,14,la Font de la Guatlla,95
Sants-Montjuïc,30-34,2016,3,15,Hostafrancs,186
Sants-Montjuïc,30-34,2016,3,16,la Bordeta,119
Sants-Montjuïc,30-34,2016,3,17,Sants - Badal,194
Sants-Montjuïc,30-34,2016,3,18,Sants,390
Les Corts,30-34,2016,4,19,les Corts,340
Les Corts,30-34,2016,4,20,la Maternitat i Sant Ramon,182
Les Corts,30-34,2016,4,21,Pedralbes,80
Sarrià-Sant Gervasi,30-34,2016,5,22,"Vallvidrera, el Tibidabo i les Planes",23
Sarrià-Sant Gervasi,30-34,2016,5,23,Sarrià,142
Sarrià-Sant Gervasi,30-34,2016,5,24,les Tres Torres,74
Sarrià-Sant Gervasi,30-34,2016,5,25,Sant Gervasi - la Bonanova,118
Sarrià-Sant Gervasi,30-34,2016,5,26,Sant Gervasi - Galvany,282
Sarrià-Sant Gervasi,30-34,2016,5,27,el Putxet i el Farró,219
Gràcia,30-34,2016,6,28,Vallcarca i els Penitents,112
Gràcia,30-34,2016,6,29,el Coll,33
Gràcia,30-34,2016,6,30,la Salut,99
Gràcia,30-34,2016,6,31,la Vila de Gràcia,630
Gràcia,30-34,2016,6,32,el Camp d'en Grassot i Gràcia Nova,270
Horta-Guinardó,30-34,2016,7,33,el Baix Guinardó,166
Horta-Guinardó,30-34,2016,7,34,Can Baró,46
Horta-Guinardó,30-34,2016,7,35,el Guinardó,253
Horta-Guinardó,30-34,2016,7,36,la Font d'en Fargues,26
Horta-Guinardó,30-34,2016,7,37,el Carmel,174
Horta-Guinardó,30-34,2016,7,38,la Teixonera,82
Horta-Guinardó,30-34,2016,7,39,Sant Genís dels Agudells,43
Horta-Guinardó,30-34,2016,7,40,Montbau,39
Horta-Guinardó,30-34,2016,7,41,la Vall d'Hebron,31
Horta-Guinardó,30-34,2016,7,42,la Clota,1
Horta-Guinardó,30-34,2016,7,43,Horta,133
Nou Barris,30-34,2016,8,44,Vilapicina i la Torre Llobeta,123
Nou Barris,30-34,2016,8,45,Porta,143
Nou Barris,30-34,2016,8,46,el Turó de la Peira,85
Nou Barris,30-34,2016,8,47,Can Peguera,5
Nou Barris,30-34,2016,8,48,la Guineueta,46
Nou Barris,30-34,2016,8,49,Canyelles,16
Nou Barris,30-34,2016,8,50,les Roquetes,117
Nou Barris,30-34,2016,8,51,Verdun,91
Nou Barris,30-34,2016,8,52,la Prosperitat,144
Nou Barris,30-34,2016,8,53,la Trinitat Nova,51
Nou Barris,30-34,2016,8,54,Torre Baró,18
Nou Barris,30-34,2016,8,55,Ciutat Meridiana,88
Nou Barris,30-34,2016,8,56,Vallbona,12
Sant Andreu,30-34,2016,9,57,la Trinitat Vella,62
Sant Andreu,30-34,2016,9,58,Baró de Viver,11
Sant Andreu,30-34,2016,9,59,el Bon Pastor,60
Sant Andreu,30-34,2016,9,60,Sant Andreu,265
Sant Andreu,30-34,2016,9,61,la Sagrera,166
Sant Andreu,30-34,2016,9,62,el Congrés i els Indians,82
Sant Andreu,30-34,2016,9,63,Navas,144
Sant Martí,30-34,2016,10,64,el Camp de l'Arpa del Clot,329
Sant Martí,30-34,2016,10,65,el Clot,209
