neighborhoodName,year,districtCode,districtName,neighborhoodCode,placeOfDestination,count
Horta,2020,7,Horta-Guinardó,43,Islas Baleares,12
Vilapicina i la Torre Llobeta,2020,8,Nou Barris,44,Islas Baleares,14
Porta,2020,8,Nou Barris,45,Islas Baleares,12
el Turó de la Peira,2020,8,Nou Barris,46,Islas Baleares,5
Can Peguera,2020,8,Nou Barris,47,Islas Baleares,0
la Guineueta,2020,8,Nou Barris,48,Islas Baleares,5
Canyelles,2020,8,Nou Barris,49,Islas Baleares,2
les Roquetes,2020,8,Nou Barris,50,Islas Baleares,6
Verdun,2020,8,Nou Barris,51,Islas Baleares,9
la Prosperitat,2020,8,Nou Barris,52,Islas Baleares,10
la Trinitat Nova,2020,8,Nou Barris,53,Islas Baleares,4
Torre Baró,2020,8,Nou Barris,54,Islas Baleares,0
Ciutat Meridiana,2020,8,Nou Barris,55,Islas Baleares,2
Vallbona,2020,8,Nou Barris,56,Islas Baleares,0
la Trinitat Vella,2020,9,Sant Andreu,57,Islas Baleares,4
Baró de Viver,2020,9,Sant Andreu,58,Islas Baleares,0
el Bon Pastor,2020,9,Sant Andreu,59,Islas Baleares,3
Sant Andreu,2020,9,Sant Andreu,60,Islas Baleares,38
la Sagrera,2020,9,Sant Andreu,61,Islas Baleares,9
el Congrés i els Indians,2020,9,Sant Andreu,62,Islas Baleares,8
Navas,2020,9,Sant Andreu,63,Islas Baleares,9
el Camp de l'Arpa del Clot,2020,10,Sant Martí,64,Islas Baleares,34
el Clot,2020,10,Sant Martí,65,Islas Baleares,29
el Parc i la Llacuna del Poblenou,2020,10,Sant Martí,66,Islas Baleares,20
la Vila Olímpica del Poblenou,2020,10,Sant Martí,67,Islas Baleares,11
el Poblenou,2020,10,Sant Martí,68,Islas Baleares,33
Diagonal Mar i el Front Marítim del Poblenou,2020,10,Sant Martí,69,Islas Baleares,9
el Besòs i el Maresme,2020,10,Sant Martí,70,Islas Baleares,15
Provençals del Poblenou,2020,10,Sant Martí,71,Islas Baleares,16
Sant Martí de Provençals,2020,10,Sant Martí,72,Islas Baleares,11
la Verneda i la Pau,2020,10,Sant Martí,73,Islas Baleares,12
el Raval,2020,1,Ciutat Vella,1,Canarias,33
el Barri Gòtic,2020,1,Ciutat Vella,2,Canarias,23
la Barceloneta,2020,1,Ciutat Vella,3,Canarias,19
"Sant Pere, Santa Caterina i la Ribera",2020,1,Ciutat Vella,4,Canarias,23
el Fort Pienc,2020,2,Eixample,5,Canarias,19
la Sagrada Família,2020,2,Eixample,6,Canarias,32
la Dreta de l'Eixample,2020,2,Eixample,7,Canarias,44
l'Antiga Esquerra de l'Eixample,2020,2,Eixample,8,Canarias,30
la Nova Esquerra de l'Eixample,2020,2,Eixample,9,Canarias,36
Sant Antoni,2020,2,Eixample,10,Canarias,30
el Poble Sec,2020,3,Sants-Montjuïc,11,Canarias,32
la Marina del Prat Vermell,2020,3,Sants-Montjuïc,12,Canarias,0
la Marina de Port,2020,3,Sants-Montjuïc,13,Canarias,11
la Font de la Guatlla,2020,3,Sants-Montjuïc,14,Canarias,6
Hostafrancs,2020,3,Sants-Montjuïc,15,Canarias,7
la Bordeta,2020,3,Sants-Montjuïc,16,Canarias,7
Sants - Badal,2020,3,Sants-Montjuïc,17,Canarias,7
Sants,2020,3,Sants-Montjuïc,18,Canarias,17
les Corts,2020,4,Les Corts,19,Canarias,11
la Maternitat i Sant Ramon,2020,4,Les Corts,20,Canarias,12
Pedralbes,2020,4,Les Corts,21,Canarias,2
"Vallvidrera, el Tibidabo i les Planes",2020,5,Sarrià-Sant Gervasi,22,Canarias,2
Sarrià,2020,5,Sarrià-Sant Gervasi,23,Canarias,9
les Tres Torres,2020,5,Sarrià-Sant Gervasi,24,Canarias,12
Sant Gervasi - la Bonanova,2020,5,Sarrià-Sant Gervasi,25,Canarias,12
Sant Gervasi - Galvany,2020,5,Sarrià-Sant Gervasi,26,Canarias,21
el Putxet i el Farró,2020,5,Sarrià-Sant Gervasi,27,Canarias,8
Vallcarca i els Penitents,2020,6,Gràcia,28,Canarias,5
el Coll,2020,6,Gràcia,29,Canarias,1
la Salut,2020,6,Gràcia,30,Canarias,7
la Vila de Gràcia,2020,6,Gràcia,31,Canarias,35
el Camp d'en Grassot i Gràcia Nova,2020,6,Gràcia,32,Canarias,12
el Baix Guinardó,2020,7,Horta-Guinardó,33,Canarias,7
Can Baró,2020,7,Horta-Guinardó,34,Canarias,3
el Guinardó,2020,7,Horta-Guinardó,35,Canarias,8
la Font d'en Fargues,2020,7,Horta-Guinardó,36,Canarias,1
el Carmel,2020,7,Horta-Guinardó,37,Canarias,15
la Teixonera,2020,7,Horta-Guinardó,38,Canarias,6
Sant Genís dels Agudells,2020,7,Horta-Guinardó,39,Canarias,1
Montbau,2020,7,Horta-Guinardó,40,Canarias,0
la Vall d'Hebron,2020,7,Horta-Guinardó,41,Canarias,2
la Clota,2020,7,Horta-Guinardó,42,Canarias,3
Horta,2020,7,Horta-Guinardó,43,Canarias,5
Vilapicina i la Torre Llobeta,2020,8,Nou Barris,44,Canarias,8
Porta,2020,8,Nou Barris,45,Canarias,5
el Turó de la Peira,2020,8,Nou Barris,46,Canarias,3
Can Peguera,2020,8,Nou Barris,47,Canarias,0
la Guineueta,2020,8,Nou Barris,48,Canarias,2
Canyelles,2020,8,Nou Barris,49,Canarias,1
les Roquetes,2020,8,Nou Barris,50,Canarias,4
Verdun,2020,8,Nou Barris,51,Canarias,3
la Prosperitat,2020,8,Nou Barris,52,Canarias,7
la Trinitat Nova,2020,8,Nou Barris,53,Canarias,2
Torre Baró,2020,8,Nou Barris,54,Canarias,0
Ciutat Meridiana,2020,8,Nou Barris,55,Canarias,2
Vallbona,2020,8,Nou Barris,56,Canarias,0
la Trinitat Vella,2020,9,Sant Andreu,57,Canarias,3
Baró de Viver,2020,9,Sant Andreu,58,Canarias,0
el Bon Pastor,2020,9,Sant Andreu,59,Canarias,9
Sant Andreu,2020,9,Sant Andreu,60,Canarias,14
la Sagrera,2020,9,Sant Andreu,61,Canarias,3
el Congrés i els Indians,2020,9,Sant Andreu,62,Canarias,2
Navas,2020,9,Sant Andreu,63,Canarias,7
el Camp de l'Arpa del Clot,2020,10,Sant Martí,64,Canarias,26
el Clot,2020,10,Sant Martí,65,Canarias,11
el Parc i la Llacuna del Poblenou,2020,10,Sant Martí,66,Canarias,7
la Vila Olímpica del Poblenou,2020,10,Sant Martí,67,Canarias,10
el Poblenou,2020,10,Sant Martí,68,Canarias,27
Diagonal Mar i el Front Marítim del Poblenou,2020,10,Sant Martí,69,Canarias,2
el Besòs i el Maresme,2020,10,Sant Martí,70,Canarias,8
Provençals del Poblenou,2020,10,Sant Martí,71,Canarias,11
Sant Martí de Provençals,2020,10,Sant Martí,72,Canarias,8
la Verneda i la Pau,2020,10,Sant Martí,73,Canarias,4
el Raval,2020,1,Ciutat Vella,1,Cantabria,6
el Barri Gòtic,2020,1,Ciutat Vella,2,Cantabria,6
la Barceloneta,2020,1,Ciutat Vella,3,Cantabria,2
"Sant Pere, Santa Caterina i la Ribera",2020,1,Ciutat Vella,4,Cantabria,5
el Fort Pienc,2020,2,Eixample,5,Cantabria,6
la Sagrada Família,2020,2,Eixample,6,Cantabria,2
la Dreta de l'Eixample,2020,2,Eixample,7,Cantabria,8
l'Antiga Esquerra de l'Eixample,2020,2,Eixample,8,Cantabria,9
la Nova Esquerra de l'Eixample,2020,2,Eixample,9,Cantabria,8
Sant Antoni,2020,2,Eixample,10,Cantabria,12
el Poble Sec,2020,3,Sants-Montjuïc,11,Cantabria,5
la Marina del Prat Vermell,2020,3,Sants-Montjuïc,12,Cantabria,0
la Marina de Port,2020,3,Sants-Montjuïc,13,Cantabria,2
la Font de la Guatlla,2020,3,Sants-Montjuïc,14,Cantabria,5
Hostafrancs,2020,3,Sants-Montjuïc,15,Cantabria,1
la Bordeta,2020,3,Sants-Montjuïc,16,Cantabria,3
Sants - Badal,2020,3,Sants-Montjuïc,17,Cantabria,4
Sants,2020,3,Sants-Montjuïc,18,Cantabria,9
les Corts,2020,4,Les Corts,19,Cantabria,7
la Maternitat i Sant Ramon,2020,4,Les Corts,20,Cantabria,5
Pedralbes,2020,4,Les Corts,21,Cantabria,1
"Vallvidrera, el Tibidabo i les Planes",2020,5,Sarrià-Sant Gervasi,22,Cantabria,0
Sarrià,2020,5,Sarrià-Sant Gervasi,23,Cantabria,3
les Tres Torres,2020,5,Sarrià-Sant Gervasi,24,Cantabria,0
Sant Gervasi - la Bonanova,2020,5,Sarrià-Sant Gervasi,25,Cantabria,6
Sant Gervasi - Galvany,2020,5,Sarrià-Sant Gervasi,26,Cantabria,11
el Putxet i el Farró,2020,5,Sarrià-Sant Gervasi,27,Cantabria,2
Vallcarca i els Penitents,2020,6,Gràcia,28,Cantabria,0
el Coll,2020,6,Gràcia,29,Cantabria,0
la Salut,2020,6,Gràcia,30,Cantabria,1
la Vila de Gràcia,2020,6,Gràcia,31,Cantabria,4
el Camp d'en Grassot i Gràcia Nova,2020,6,Gràcia,32,Cantabria,3
el Baix Guinardó,2020,7,Horta-Guinardó,33,Cantabria,2
Can Baró,2020,7,Horta-Guinardó,34,Cantabria,4
el Guinardó,2020,7,Horta-Guinardó,35,Cantabria,7
la Font d'en Fargues,2020,7,Horta-Guinardó,36,Cantabria,0
el Carmel,2020,7,Horta-Guinardó,37,Cantabria,1
la Teixonera,2020,7,Horta-Guinardó,38,Cantabria,0
Sant Genís dels Agudells,2020,7,Horta-Guinardó,39,Cantabria,1
Montbau,2020,7,Horta-Guinardó,40,Cantabria,0
la Vall d'Hebron,2020,7,Horta-Guinardó,41,Cantabria,3
la Clota,2020,7,Horta-Guinardó,42,Cantabria,0
Horta,2020,7,Horta-Guinardó,43,Cantabria,3
Vilapicina i la Torre Llobeta,2020,8,Nou Barris,44,Cantabria,6
Porta,2020,8,Nou Barris,45,Cantabria,2
el Turó de la Peira,2020,8,Nou Barris,46,Cantabria,1
Can Peguera,2020,8,Nou Barris,47,Cantabria,0
la Guineueta,2020,8,Nou Barris,48,Cantabria,1
Canyelles,2020,8,Nou Barris,49,Cantabria,0
les Roquetes,2020,8,Nou Barris,50,Cantabria,1
Verdun,2020,8,Nou Barris,51,Cantabria,1
la Prosperitat,2020,8,Nou Barris,52,Cantabria,4
la Trinitat Nova,2020,8,Nou Barris,53,Cantabria,0
Torre Baró,2020,8,Nou Barris,54,Cantabria,0
Ciutat Meridiana,2020,8,Nou Barris,55,Cantabria,0
Vallbona,2020,8,Nou Barris,56,Cantabria,0
la Trinitat Vella,2020,9,Sant Andreu,57,Cantabria,2
Baró de Viver,2020,9,Sant Andreu,58,Cantabria,0
el Bon Pastor,2020,9,Sant Andreu,59,Cantabria,0
Sant Andreu,2020,9,Sant Andreu,60,Cantabria,4
la Sagrera,2020,9,Sant Andreu,61,Cantabria,2
el Congrés i els Indians,2020,9,Sant Andreu,62,Cantabria,0
Navas,2020,9,Sant Andreu,63,Cantabria,1
el Camp de l'Arpa del Clot,2020,10,Sant Martí,64,Cantabria,7
el Clot,2020,10,Sant Martí,65,Cantabria,5
el Parc i la Llacuna del Poblenou,2020,10,Sant Martí,66,Cantabria,5
la Vila Olímpica del Poblenou,2020,10,Sant Martí,67,Cantabria,0
el Poblenou,2020,10,Sant Martí,68,Cantabria,9
Diagonal Mar i el Front Marítim del Poblenou,2020,10,Sant Martí,69,Cantabria,1
el Besòs i el Maresme,2020,10,Sant Martí,70,Cantabria,6
Provençals del Poblenou,2020,10,Sant Martí,71,Cantabria,2
Sant Martí de Provençals,2020,10,Sant Martí,72,Cantabria,3
la Verneda i la Pau,2020,10,Sant Martí,73,Cantabria,5
el Raval,2020,1,Ciutat Vella,1,Castilla y León,11
el Barri Gòtic,2020,1,Ciutat Vella,2,Castilla y León,17
la Barceloneta,2020,1,Ciutat Vella,3,Castilla y León,5
"Sant Pere, Santa Caterina i la Ribera",2020,1,Ciutat Vella,4,Castilla y León,10
el Fort Pienc,2020,2,Eixample,5,Castilla y León,20
la Sagrada Família,2020,2,Eixample,6,Castilla y León,16
la Dreta de l'Eixample,2020,2,Eixample,7,Castilla y León,17
l'Antiga Esquerra de l'Eixample,2020,2,Eixample,8,Castilla y León,24
la Nova Esquerra de l'Eixample,2020,2,Eixample,9,Castilla y León,21
Sant Antoni,2020,2,Eixample,10,Castilla y León,10
el Poble Sec,2020,3,Sants-Montjuïc,11,Castilla y León,24
la Marina del Prat Vermell,2020,3,Sants-Montjuïc,12,Castilla y León,0
la Marina de Port,2020,3,Sants-Montjuïc,13,Castilla y León,18
la Font de la Guatlla,2020,3,Sants-Montjuïc,14,Castilla y León,13
Hostafrancs,2020,3,Sants-Montjuïc,15,Castilla y León,8
la Bordeta,2020,3,Sants-Montjuïc,16,Castilla y León,9
Sants - Badal,2020,3,Sants-Montjuïc,17,Castilla y León,10
Sants,2020,3,Sants-Montjuïc,18,Castilla y León,26
les Corts,2020,4,Les Corts,19,Castilla y León,14
la Maternitat i Sant Ramon,2020,4,Les Corts,20,Castilla y León,16
Pedralbes,2020,4,Les Corts,21,Castilla y León,2
"Vallvidrera, el Tibidabo i les Planes",2020,5,Sarrià-Sant Gervasi,22,Castilla y León,2
Sarrià,2020,5,Sarrià-Sant Gervasi,23,Castilla y León,3
les Tres Torres,2020,5,Sarrià-Sant Gervasi,24,Castilla y León,2
Sant Gervasi - la Bonanova,2020,5,Sarrià-Sant Gervasi,25,Castilla y León,5
Sant Gervasi - Galvany,2020,5,Sarrià-Sant Gervasi,26,Castilla y León,14
el Putxet i el Farró,2020,5,Sarrià-Sant Gervasi,27,Castilla y León,11
Vallcarca i els Penitents,2020,6,Gràcia,28,Castilla y León,9
el Coll,2020,6,Gràcia,29,Castilla y León,2
la Salut,2020,6,Gràcia,30,Castilla y León,6
la Vila de Gràcia,2020,6,Gràcia,31,Castilla y León,18
el Camp d'en Grassot i Gràcia Nova,2020,6,Gràcia,32,Castilla y León,26
el Baix Guinardó,2020,7,Horta-Guinardó,33,Castilla y León,9
Can Baró,2020,7,Horta-Guinardó,34,Castilla y León,3
el Guinardó,2020,7,Horta-Guinardó,35,Castilla y León,14
la Font d'en Fargues,2020,7,Horta-Guinardó,36,Castilla y León,5
el Carmel,2020,7,Horta-Guinardó,37,Castilla y León,18
la Teixonera,2020,7,Horta-Guinardó,38,Castilla y León,5
Sant Genís dels Agudells,2020,7,Horta-Guinardó,39,Castilla y León,8
Montbau,2020,7,Horta-Guinardó,40,Castilla y León,3
la Vall d'Hebron,2020,7,Horta-Guinardó,41,Castilla y León,3
la Clota,2020,7,Horta-Guinardó,42,Castilla y León,0
Horta,2020,7,Horta-Guinardó,43,Castilla y León,15
Vilapicina i la Torre Llobeta,2020,8,Nou Barris,44,Castilla y León,18
Porta,2020,8,Nou Barris,45,Castilla y León,6
el Turó de la Peira,2020,8,Nou Barris,46,Castilla y León,4
Can Peguera,2020,8,Nou Barris,47,Castilla y León,0
la Guineueta,2020,8,Nou Barris,48,Castilla y León,3
Canyelles,2020,8,Nou Barris,49,Castilla y León,4
les Roquetes,2020,8,Nou Barris,50,Castilla y León,10
Verdun,2020,8,Nou Barris,51,Castilla y León,8
la Prosperitat,2020,8,Nou Barris,52,Castilla y León,13
la Trinitat Nova,2020,8,Nou Barris,53,Castilla y León,0
Torre Baró,2020,8,Nou Barris,54,Castilla y León,1
Ciutat Meridiana,2020,8,Nou Barris,55,Castilla y León,7
Vallbona,2020,8,Nou Barris,56,Castilla y León,0
la Trinitat Vella,2020,9,Sant Andreu,57,Castilla y León,8
Baró de Viver,2020,9,Sant Andreu,58,Castilla y León,0
el Bon Pastor,2020,9,Sant Andreu,59,Castilla y León,8
Sant Andreu,2020,9,Sant Andreu,60,Castilla y León,20
la Sagrera,2020,9,Sant Andreu,61,Castilla y León,12
el Congrés i els Indians,2020,9,Sant Andreu,62,Castilla y León,5
Navas,2020,9,Sant Andreu,63,Castilla y León,3
el Camp de l'Arpa del Clot,2020,10,Sant Martí,64,Castilla y León,21
el Clot,2020,10,Sant Martí,65,Castilla y León,16
el Parc i la Llacuna del Poblenou,2020,10,Sant Martí,66,Castilla y León,3
la Vila Olímpica del Poblenou,2020,10,Sant Martí,67,Castilla y León,5
el Poblenou,2020,10,Sant Martí,68,Castilla y León,5
Diagonal Mar i el Front Marítim del Poblenou,2020,10,Sant Martí,69,Castilla y León,1
el Besòs i el Maresme,2020,10,Sant Martí,70,Castilla y León,7
Provençals del Poblenou,2020,10,Sant Martí,71,Castilla y León,4
Sant Martí de Provençals,2020,10,Sant Martí,72,Castilla y León,8
la Verneda i la Pau,2020,10,Sant Martí,73,Castilla y León,7
el Raval,2020,1,Ciutat Vella,1,Castilla-La Mancha,26
el Barri Gòtic,2020,1,Ciutat Vella,2,Castilla-La Mancha,11
la Barceloneta,2020,1,Ciutat Vella,3,Castilla-La Mancha,2
"Sant Pere, Santa Caterina i la Ribera",2020,1,Ciutat Vella,4,Castilla-La Mancha,7
el Fort Pienc,2020,2,Eixample,5,Castilla-La Mancha,21
la Sagrada Família,2020,2,Eixample,6,Castilla-La Mancha,21
la Dreta de l'Eixample,2020,2,Eixample,7,Castilla-La Mancha,7
l'Antiga Esquerra de l'Eixample,2020,2,Eixample,8,Castilla-La Mancha,16
la Nova Esquerra de l'Eixample,2020,2,Eixample,9,Castilla-La Mancha,9
Sant Antoni,2020,2,Eixample,10,Castilla-La Mancha,4
el Poble Sec,2020,3,Sants-Montjuïc,11,Castilla-La Mancha,13
la Marina del Prat Vermell,2020,3,Sants-Montjuïc,12,Castilla-La Mancha,0
la Marina de Port,2020,3,Sants-Montjuïc,13,Castilla-La Mancha,8
la Font de la Guatlla,2020,3,Sants-Montjuïc,14,Castilla-La Mancha,1
Hostafrancs,2020,3,Sants-Montjuïc,15,Castilla-La Mancha,3
la Bordeta,2020,3,Sants-Montjuïc,16,Castilla-La Mancha,4
Sants - Badal,2020,3,Sants-Montjuïc,17,Castilla-La Mancha,4
Sants,2020,3,Sants-Montjuïc,18,Castilla-La Mancha,22
les Corts,2020,4,Les Corts,19,Castilla-La Mancha,9
la Maternitat i Sant Ramon,2020,4,Les Corts,20,Castilla-La Mancha,7
Pedralbes,2020,4,Les Corts,21,Castilla-La Mancha,4
"Vallvidrera, el Tibidabo i les Planes",2020,5,Sarrià-Sant Gervasi,22,Castilla-La Mancha,0
Sarrià,2020,5,Sarrià-Sant Gervasi,23,Castilla-La Mancha,3
les Tres Torres,2020,5,Sarrià-Sant Gervasi,24,Castilla-La Mancha,0
Sant Gervasi - la Bonanova,2020,5,Sarrià-Sant Gervasi,25,Castilla-La Mancha,1
Sant Gervasi - Galvany,2020,5,Sarrià-Sant Gervasi,26,Castilla-La Mancha,11
el Putxet i el Farró,2020,5,Sarrià-Sant Gervasi,27,Castilla-La Mancha,8
Vallcarca i els Penitents,2020,6,Gràcia,28,Castilla-La Mancha,4
el Coll,2020,6,Gràcia,29,Castilla-La Mancha,6
la Salut,2020,6,Gràcia,30,Castilla-La Mancha,3
la Vila de Gràcia,2020,6,Gràcia,31,Castilla-La Mancha,5
el Camp d'en Grassot i Gràcia Nova,2020,6,Gràcia,32,Castilla-La Mancha,8
el Baix Guinardó,2020,7,Horta-Guinardó,33,Castilla-La Mancha,7
Can Baró,2020,7,Horta-Guinardó,34,Castilla-La Mancha,0
el Guinardó,2020,7,Horta-Guinardó,35,Castilla-La Mancha,5
la Font d'en Fargues,2020,7,Horta-Guinardó,36,Castilla-La Mancha,0
el Carmel,2020,7,Horta-Guinardó,37,Castilla-La Mancha,5
la Teixonera,2020,7,Horta-Guinardó,38,Castilla-La Mancha,6
Sant Genís dels Agudells,2020,7,Horta-Guinardó,39,Castilla-La Mancha,2
Montbau,2020,7,Horta-Guinardó,40,Castilla-La Mancha,0
la Vall d'Hebron,2020,7,Horta-Guinardó,41,Castilla-La Mancha,1
la Clota,2020,7,Horta-Guinardó,42,Castilla-La Mancha,0
Horta,2020,7,Horta-Guinardó,43,Castilla-La Mancha,12
Vilapicina i la Torre Llobeta,2020,8,Nou Barris,44,Castilla-La Mancha,5
Porta,2020,8,Nou Barris,45,Castilla-La Mancha,11
el Turó de la Peira,2020,8,Nou Barris,46,Castilla-La Mancha,9
Can Peguera,2020,8,Nou Barris,47,Castilla-La Mancha,1
la Guineueta,2020,8,Nou Barris,48,Castilla-La Mancha,6
Canyelles,2020,8,Nou Barris,49,Castilla-La Mancha,0
les Roquetes,2020,8,Nou Barris,50,Castilla-La Mancha,3
Verdun,2020,8,Nou Barris,51,Castilla-La Mancha,9
la Prosperitat,2020,8,Nou Barris,52,Castilla-La Mancha,5
la Trinitat Nova,2020,8,Nou Barris,53,Castilla-La Mancha,2
Torre Baró,2020,8,Nou Barris,54,Castilla-La Mancha,0
Ciutat Meridiana,2020,8,Nou Barris,55,Castilla-La Mancha,3
Vallbona,2020,8,Nou Barris,56,Castilla-La Mancha,0
la Trinitat Vella,2020,9,Sant Andreu,57,Castilla-La Mancha,0
Baró de Viver,2020,9,Sant Andreu,58,Castilla-La Mancha,3
el Bon Pastor,2020,9,Sant Andreu,59,Castilla-La Mancha,5
Sant Andreu,2020,9,Sant Andreu,60,Castilla-La Mancha,17
la Sagrera,2020,9,Sant Andreu,61,Castilla-La Mancha,5
el Congrés i els Indians,2020,9,Sant Andreu,62,Castilla-La Mancha,0
Navas,2020,9,Sant Andreu,63,Castilla-La Mancha,4
el Camp de l'Arpa del Clot,2020,10,Sant Martí,64,Castilla-La Mancha,11
el Clot,2020,10,Sant Martí,65,Castilla-La Mancha,7
el Parc i la Llacuna del Poblenou,2020,10,Sant Martí,66,Castilla-La Mancha,3
la Vila Olímpica del Poblenou,2020,10,Sant Martí,67,Castilla-La Mancha,0
el Poblenou,2020,10,Sant Martí,68,Castilla-La Mancha,9
Diagonal Mar i el Front Marítim del Poblenou,2020,10,Sant Martí,69,Castilla-La Mancha,2
el Besòs i el Maresme,2020,10,Sant Martí,70,Castilla-La Mancha,7
Provençals del Poblenou,2020,10,Sant Martí,71,Castilla-La Mancha,6
Sant Martí de Provençals,2020,10,Sant Martí,72,Castilla-La Mancha,5
la Verneda i la Pau,2020,10,Sant Martí,73,Castilla-La Mancha,9
el Raval,2020,1,Ciutat Vella,1,Cataluña,1333
el Barri Gòtic,2020,1,Ciutat Vella,2,Cataluña,660
la Barceloneta,2020,1,Ciutat Vella,3,Cataluña,453
"Sant Pere, Santa Caterina i la Ribera",2020,1,Ciutat Vella,4,Cataluña,741
el Fort Pienc,2020,2,Eixample,5,Cataluña,915
la Sagrada Família,2020,2,Eixample,6,Cataluña,1264
la Dreta de l'Eixample,2020,2,Eixample,7,Cataluña,1180
l'Antiga Esquerra de l'Eixample,2020,2,Eixample,8,Cataluña,1122
la Nova Esquerra de l'Eixample,2020,2,Eixample,9,Cataluña,1597
Sant Antoni,2020,2,Eixample,10,Cataluña,967
el Poble Sec,2020,3,Sants-Montjuïc,11,Cataluña,1151
la Marina del Prat Vermell,2020,3,Sants-Montjuïc,12,Cataluña,31
la Marina de Port,2020,3,Sants-Montjuïc,13,Cataluña,822
la Font de la Guatlla,2020,3,Sants-Montjuïc,14,Cataluña,314
Hostafrancs,2020,3,Sants-Montjuïc,15,Cataluña,478
la Bordeta,2020,3,Sants-Montjuïc,16,Cataluña,557
Sants - Badal,2020,3,Sants-Montjuïc,17,Cataluña,826
Sants,2020,3,Sants-Montjuïc,18,Cataluña,1584
les Corts,2020,4,Les Corts,19,Cataluña,1176
la Maternitat i Sant Ramon,2020,4,Les Corts,20,Cataluña,759
Pedralbes,2020,4,Les Corts,21,Cataluña,322
"Vallvidrera, el Tibidabo i les Planes",2020,5,Sarrià-Sant Gervasi,22,Cataluña,157
Sarrià,2020,5,Sarrià-Sant Gervasi,23,Cataluña,641
les Tres Torres,2020,5,Sarrià-Sant Gervasi,24,Cataluña,445
Sant Gervasi - la Bonanova,2020,5,Sarrià-Sant Gervasi,25,Cataluña,629
Sant Gervasi - Galvany,2020,5,Sarrià-Sant Gervasi,26,Cataluña,1106
el Putxet i el Farró,2020,5,Sarrià-Sant Gervasi,27,Cataluña,811
Vallcarca i els Penitents,2020,6,Gràcia,28,Cataluña,377
el Coll,2020,6,Gràcia,29,Cataluña,194
la Salut,2020,6,Gràcia,30,Cataluña,358
la Vila de Gràcia,2020,6,Gràcia,31,Cataluña,1342
el Camp d'en Grassot i Gràcia Nova,2020,6,Gràcia,32,Cataluña,854
el Baix Guinardó,2020,7,Horta-Guinardó,33,Cataluña,684
Can Baró,2020,7,Horta-Guinardó,34,Cataluña,216
el Guinardó,2020,7,Horta-Guinardó,35,Cataluña,945
la Font d'en Fargues,2020,7,Horta-Guinardó,36,Cataluña,196
el Carmel,2020,7,Horta-Guinardó,37,Cataluña,762
la Teixonera,2020,7,Horta-Guinardó,38,Cataluña,282
Sant Genís dels Agudells,2020,7,Horta-Guinardó,39,Cataluña,179
Montbau,2020,7,Horta-Guinardó,40,Cataluña,114
la Vall d'Hebron,2020,7,Horta-Guinardó,41,Cataluña,119
la Clota,2020,7,Horta-Guinardó,42,Cataluña,16
Horta,2020,7,Horta-Guinardó,43,Cataluña,822
Vilapicina i la Torre Llobeta,2020,8,Nou Barris,44,Cataluña,564
Porta,2020,8,Nou Barris,45,Cataluña,761
el Turó de la Peira,2020,8,Nou Barris,46,Cataluña,408
Can Peguera,2020,8,Nou Barris,47,Cataluña,37
la Guineueta,2020,8,Nou Barris,48,Cataluña,303
Canyelles,2020,8,Nou Barris,49,Cataluña,101
les Roquetes,2020,8,Nou Barris,50,Cataluña,383
Verdun,2020,8,Nou Barris,51,Cataluña,322
la Prosperitat,2020,8,Nou Barris,52,Cataluña,629
la Trinitat Nova,2020,8,Nou Barris,53,Cataluña,228
Torre Baró,2020,8,Nou Barris,54,Cataluña,61
Ciutat Meridiana,2020,8,Nou Barris,55,Cataluña,323
Vallbona,2020,8,Nou Barris,56,Cataluña,53
la Trinitat Vella,2020,9,Sant Andreu,57,Cataluña,321
Baró de Viver,2020,9,Sant Andreu,58,Cataluña,54
el Bon Pastor,2020,9,Sant Andreu,59,Cataluña,476
Sant Andreu,2020,9,Sant Andreu,60,Cataluña,1264
la Sagrera,2020,9,Sant Andreu,61,Cataluña,694
el Congrés i els Indians,2020,9,Sant Andreu,62,Cataluña,320
Navas,2020,9,Sant Andreu,63,Cataluña,502
el Camp de l'Arpa del Clot,2020,10,Sant Martí,64,Cataluña,1021
el Clot,2020,10,Sant Martí,65,Cataluña,694
el Parc i la Llacuna del Poblenou,2020,10,Sant Martí,66,Cataluña,329
la Vila Olímpica del Poblenou,2020,10,Sant Martí,67,Cataluña,215
el Poblenou,2020,10,Sant Martí,68,Cataluña,859
Diagonal Mar i el Front Marítim del Poblenou,2020,10,Sant Martí,69,Cataluña,342
el Besòs i el Maresme,2020,10,Sant Martí,70,Cataluña,826
Provençals del Poblenou,2020,10,Sant Martí,71,Cataluña,547
Sant Martí de Provençals,2020,10,Sant Martí,72,Cataluña,519
la Verneda i la Pau,2020,10,Sant Martí,73,Cataluña,634
el Raval,2020,1,Ciutat Vella,1,Comunidad Valenciana,96
el Barri Gòtic,2020,1,Ciutat Vella,2,Comunidad Valenciana,66
la Barceloneta,2020,1,Ciutat Vella,3,Comunidad Valenciana,42
"Sant Pere, Santa Caterina i la Ribera",2020,1,Ciutat Vella,4,Comunidad Valenciana,51
el Fort Pienc,2020,2,Eixample,5,Comunidad Valenciana,57
la Sagrada Família,2020,2,Eixample,6,Comunidad Valenciana,89
la Dreta de l'Eixample,2020,2,Eixample,7,Comunidad Valenciana,69
l'Antiga Esquerra de l'Eixample,2020,2,Eixample,8,Comunidad Valenciana,89
