,districtName,year,districtCode,neighborhoodCode,neighborhoodName,5YearAge,count
6654,Sants-Montjuïc,2019,3,12,la Marina del Prat Vermell,35-39,5
6655,Sants-Montjuïc,2019,3,13,la Marina de Port,35-39,105
6656,Sants-Montjuïc,2019,3,14,la Font de la Guatlla,35-39,56
6657,Sants-Montjuïc,2019,3,15,Hostafrancs,35-39,121
6658,Sants-Montjuïc,2019,3,16,la Bordeta,35-39,106
6659,Sants-Montjuïc,2019,3,17,Sants - Badal,35-39,159
6660,Sants-Montjuïc,2019,3,18,Sants,35-39,307
6661,Les Corts,2019,4,19,les Corts,35-39,199
6662,Les Corts,2019,4,20,la Maternitat i Sant Ramon,35-39,145
6663,Les Corts,2019,4,21,Pedralbes,35-39,46
6664,Sarrià-Sant Gervasi,2019,5,22,"Vallvidrera, el Tibidabo i les Planes",35-39,27
6665,Sarrià-Sant Gervasi,2019,5,23,Sarrià,35-39,96
6666,Sarrià-Sant Gervasi,2019,5,24,les Tres Torres,35-39,57
6667,Sarrià-Sant Gervasi,2019,5,25,Sant Gervasi - la Bonanova,35-39,91
6668,Sarrià-Sant Gervasi,2019,5,26,Sant Gervasi - Galvany,35-39,185
6669,Sarrià-Sant Gervasi,2019,5,27,el Putxet i el Farró,35-39,134
6670,Gràcia,2019,6,28,Vallcarca i els Penitents,35-39,71
6671,Gràcia,2019,6,29,el Coll,35-39,39
6672,Gràcia,2019,6,30,la Salut,35-39,72
6673,Gràcia,2019,6,31,la Vila de Gràcia,35-39,266
6674,Gràcia,2019,6,32,el Camp d'en Grassot i Gràcia Nova,35-39,166
6675,Horta-Guinardó,2019,7,33,el Baix Guinardó,35-39,105
6676,Horta-Guinardó,2019,7,34,Can Baró,35-39,45
6677,Horta-Guinardó,2019,7,35,el Guinardó,35-39,143
6678,Horta-Guinardó,2019,7,36,la Font d'en Fargues,35-39,32
6679,Horta-Guinardó,2019,7,37,el Carmel,35-39,143
6680,Horta-Guinardó,2019,7,38,la Teixonera,35-39,51
6681,Horta-Guinardó,2019,7,39,Sant Genís dels Agudells,35-39,26
6682,Horta-Guinardó,2019,7,40,Montbau,35-39,12
6683,Horta-Guinardó,2019,7,41,la Vall d'Hebron,35-39,23
6684,Horta-Guinardó,2019,7,42,la Clota,35-39,4
6685,Horta-Guinardó,2019,7,43,Horta,35-39,99
6686,Nou Barris,2019,8,44,Vilapicina i la Torre Llobeta,35-39,90
6687,Nou Barris,2019,8,45,Porta,35-39,124
6688,Nou Barris,2019,8,46,el Turó de la Peira,35-39,61
6689,Nou Barris,2019,8,47,Can Peguera,35-39,5
6690,Nou Barris,2019,8,48,la Guineueta,35-39,47
6691,Nou Barris,2019,8,49,Canyelles,35-39,23
6692,Nou Barris,2019,8,50,les Roquetes,35-39,61
6693,Nou Barris,2019,8,51,Verdun,35-39,51
6694,Nou Barris,2019,8,52,la Prosperitat,35-39,99
6695,Nou Barris,2019,8,53,la Trinitat Nova,35-39,36
6696,Nou Barris,2019,8,54,Torre Baró,35-39,7
6697,Nou Barris,2019,8,55,Ciutat Meridiana,35-39,39
6698,Nou Barris,2019,8,56,Vallbona,35-39,7
6699,Sant Andreu,2019,9,57,la Trinitat Vella,35-39,67
6700,Sant Andreu,2019,9,58,Baró de Viver,35-39,11
6701,Sant Andreu,2019,9,59,el Bon Pastor,35-39,59
6702,Sant Andreu,2019,9,60,Sant Andreu,35-39,197
6703,Sant Andreu,2019,9,61,la Sagrera,35-39,109
6704,Sant Andreu,2019,9,62,el Congrés i els Indians,35-39,50
6705,Sant Andreu,2019,9,63,Navas,35-39,65
6706,Sant Martí,2019,10,64,el Camp de l'Arpa del Clot,35-39,169
6707,Sant Martí,2019,10,65,el Clot,35-39,111
6708,Sant Martí,2019,10,66,el Parc i la Llacuna del Poblenou,35-39,71
6709,Sant Martí,2019,10,67,la Vila Olímpica del Poblenou,35-39,44
6710,Sant Martí,2019,10,68,el Poblenou,35-39,171
6711,Sant Martí,2019,10,69,Diagonal Mar i el Front Marítim del Poblenou,35-39,84
6712,Sant Martí,2019,10,70,el Besòs i el Maresme,35-39,173
6713,Sant Martí,2019,10,71,Provençals del Poblenou,35-39,81
6714,Sant Martí,2019,10,72,Sant Martí de Provençals,35-39,71
6715,Sant Martí,2019,10,73,la Verneda i la Pau,35-39,105
6716,Ciutat Vella,2019,1,1,el Raval,40-44,242
6717,Ciutat Vella,2019,1,2,el Barri Gòtic,40-44,119
6718,Ciutat Vella,2019,1,3,la Barceloneta,40-44,85
6719,Ciutat Vella,2019,1,4,"Sant Pere, Santa Caterina i la Ribera",40-44,131
6720,Eixample,2019,2,5,el Fort Pienc,40-44,135
6721,Eixample,2019,2,6,la Sagrada Família,40-44,203
6722,Eixample,2019,2,7,la Dreta de l'Eixample,40-44,170
6723,Eixample,2019,2,8,l'Antiga Esquerra de l'Eixample,40-44,167
6724,Eixample,2019,2,9,la Nova Esquerra de l'Eixample,40-44,236
6725,Eixample,2019,2,10,Sant Antoni,40-44,172
6726,Sants-Montjuïc,2019,3,11,el Poble Sec,40-44,200
6727,Sants-Montjuïc,2019,3,12,la Marina del Prat Vermell,40-44,1
6728,Sants-Montjuïc,2019,3,13,la Marina de Port,40-44,125
6729,Sants-Montjuïc,2019,3,14,la Font de la Guatlla,40-44,50
6730,Sants-Montjuïc,2019,3,15,Hostafrancs,40-44,82
6731,Sants-Montjuïc,2019,3,16,la Bordeta,40-44,78
6732,Sants-Montjuïc,2019,3,17,Sants - Badal,40-44,122
6733,Sants-Montjuïc,2019,3,18,Sants,40-44,198
6734,Les Corts,2019,4,19,les Corts,40-44,132
6735,Les Corts,2019,4,20,la Maternitat i Sant Ramon,40-44,107
6736,Les Corts,2019,4,21,Pedralbes,40-44,44
6737,Sarrià-Sant Gervasi,2019,5,22,"Vallvidrera, el Tibidabo i les Planes",40-44,31
6738,Sarrià-Sant Gervasi,2019,5,23,Sarrià,40-44,79
6739,Sarrià-Sant Gervasi,2019,5,24,les Tres Torres,40-44,47
6740,Sarrià-Sant Gervasi,2019,5,25,Sant Gervasi - la Bonanova,40-44,72
6741,Sarrià-Sant Gervasi,2019,5,26,Sant Gervasi - Galvany,40-44,127
6742,Sarrià-Sant Gervasi,2019,5,27,el Putxet i el Farró,40-44,83
6743,Gràcia,2019,6,28,Vallcarca i els Penitents,40-44,52
6744,Gràcia,2019,6,29,el Coll,40-44,23
6745,Gràcia,2019,6,30,la Salut,40-44,34
6746,Gràcia,2019,6,31,la Vila de Gràcia,40-44,197
6747,Gràcia,2019,6,32,el Camp d'en Grassot i Gràcia Nova,40-44,115
6748,Horta-Guinardó,2019,7,33,el Baix Guinardó,40-44,81
6749,Horta-Guinardó,2019,7,34,Can Baró,40-44,32
6750,Horta-Guinardó,2019,7,35,el Guinardó,40-44,115
6751,Horta-Guinardó,2019,7,36,la Font d'en Fargues,40-44,33
6752,Horta-Guinardó,2019,7,37,el Carmel,40-44,79
6753,Horta-Guinardó,2019,7,38,la Teixonera,40-44,39
6754,Horta-Guinardó,2019,7,39,Sant Genís dels Agudells,40-44,31
6755,Horta-Guinardó,2019,7,40,Montbau,40-44,18
6756,Horta-Guinardó,2019,7,41,la Vall d'Hebron,40-44,17
6757,Horta-Guinardó,2019,7,42,la Clota,40-44,1
6758,Horta-Guinardó,2019,7,43,Horta,40-44,77
6759,Nou Barris,2019,8,44,Vilapicina i la Torre Llobeta,40-44,62
6760,Nou Barris,2019,8,45,Porta,40-44,96
6761,Nou Barris,2019,8,46,el Turó de la Peira,40-44,54
6762,Nou Barris,2019,8,47,Can Peguera,40-44,2
6763,Nou Barris,2019,8,48,la Guineueta,40-44,33
6764,Nou Barris,2019,8,49,Canyelles,40-44,23
6765,Nou Barris,2019,8,50,les Roquetes,40-44,51
6766,Nou Barris,2019,8,51,Verdun,40-44,32
6767,Nou Barris,2019,8,52,la Prosperitat,40-44,84
6768,Nou Barris,2019,8,53,la Trinitat Nova,40-44,35
6769,Nou Barris,2019,8,54,Torre Baró,40-44,16
6770,Nou Barris,2019,8,55,Ciutat Meridiana,40-44,35
6771,Nou Barris,2019,8,56,Vallbona,40-44,5
6772,Sant Andreu,2019,9,57,la Trinitat Vella,40-44,41
6773,Sant Andreu,2019,9,58,Baró de Viver,40-44,10
6774,Sant Andreu,2019,9,59,el Bon Pastor,40-44,61
6775,Sant Andreu,2019,9,60,Sant Andreu,40-44,177
6776,Sant Andreu,2019,9,61,la Sagrera,40-44,83
6777,Sant Andreu,2019,9,62,el Congrés i els Indians,40-44,45
6778,Sant Andreu,2019,9,63,Navas,40-44,67
6779,Sant Martí,2019,10,64,el Camp de l'Arpa del Clot,40-44,133
6780,Sant Martí,2019,10,65,el Clot,40-44,90
6781,Sant Martí,2019,10,66,el Parc i la Llacuna del Poblenou,40-44,44
6782,Sant Martí,2019,10,67,la Vila Olímpica del Poblenou,40-44,36
6783,Sant Martí,2019,10,68,el Poblenou,40-44,132
6784,Sant Martí,2019,10,69,Diagonal Mar i el Front Marítim del Poblenou,40-44,55
6785,Sant Martí,2019,10,70,el Besòs i el Maresme,40-44,155
6786,Sant Martí,2019,10,71,Provençals del Poblenou,40-44,81
6787,Sant Martí,2019,10,72,Sant Martí de Provençals,40-44,80
6788,Sant Martí,2019,10,73,la Verneda i la Pau,40-44,93
6789,Ciutat Vella,2019,1,1,el Raval,45-49,142
6790,Ciutat Vella,2019,1,2,el Barri Gòtic,45-49,75
6791,Ciutat Vella,2019,1,3,la Barceloneta,45-49,47
6792,Ciutat Vella,2019,1,4,"Sant Pere, Santa Caterina i la Ribera",45-49,72
6793,Eixample,2019,2,5,el Fort Pienc,45-49,89
6794,Eixample,2019,2,6,la Sagrada Família,45-49,114
6795,Eixample,2019,2,7,la Dreta de l'Eixample,45-49,117
6796,Eixample,2019,2,8,l'Antiga Esquerra de l'Eixample,45-49,118
6797,Eixample,2019,2,9,la Nova Esquerra de l'Eixample,45-49,174
6798,Eixample,2019,2,10,Sant Antoni,45-49,109
6799,Sants-Montjuïc,2019,3,11,el Poble Sec,45-49,129
6800,Sants-Montjuïc,2019,3,12,la Marina del Prat Vermell,45-49,2
6801,Sants-Montjuïc,2019,3,13,la Marina de Port,45-49,91
6802,Sants-Montjuïc,2019,3,14,la Font de la Guatlla,45-49,31
6803,Sants-Montjuïc,2019,3,15,Hostafrancs,45-49,44
6804,Sants-Montjuïc,2019,3,16,la Bordeta,45-49,61
6805,Sants-Montjuïc,2019,3,17,Sants - Badal,45-49,65
6806,Sants-Montjuïc,2019,3,18,Sants,45-49,135
6807,Les Corts,2019,4,19,les Corts,45-49,85
6808,Les Corts,2019,4,20,la Maternitat i Sant Ramon,45-49,74
6809,Les Corts,2019,4,21,Pedralbes,45-49,33
6810,Sarrià-Sant Gervasi,2019,5,22,"Vallvidrera, el Tibidabo i les Planes",45-49,29
6811,Sarrià-Sant Gervasi,2019,5,23,Sarrià,45-49,66
6812,Sarrià-Sant Gervasi,2019,5,24,les Tres Torres,45-49,37
6813,Sarrià-Sant Gervasi,2019,5,25,Sant Gervasi - la Bonanova,45-49,64
6814,Sarrià-Sant Gervasi,2019,5,26,Sant Gervasi - Galvany,45-49,108
6815,Sarrià-Sant Gervasi,2019,5,27,el Putxet i el Farró,45-49,61
6816,Gràcia,2019,6,28,Vallcarca i els Penitents,45-49,36
6817,Gràcia,2019,6,29,el Coll,45-49,12
6818,Gràcia,2019,6,30,la Salut,45-49,20
6819,Gràcia,2019,6,31,la Vila de Gràcia,45-49,132
6820,Gràcia,2019,6,32,el Camp d'en Grassot i Gràcia Nova,45-49,59
6821,Horta-Guinardó,2019,7,33,el Baix Guinardó,45-49,49
6822,Horta-Guinardó,2019,7,34,Can Baró,45-49,29
6823,Horta-Guinardó,2019,7,35,el Guinardó,45-49,79
6824,Horta-Guinardó,2019,7,36,la Font d'en Fargues,45-49,24
6825,Horta-Guinardó,2019,7,37,el Carmel,45-49,84
6826,Horta-Guinardó,2019,7,38,la Teixonera,45-49,27
6827,Horta-Guinardó,2019,7,39,Sant Genís dels Agudells,45-49,18
6828,Horta-Guinardó,2019,7,40,Montbau,45-49,14
6829,Horta-Guinardó,2019,7,41,la Vall d'Hebron,45-49,9
6830,Horta-Guinardó,2019,7,42,la Clota,45-49,0
6831,Horta-Guinardó,2019,7,43,Horta,45-49,58
6832,Nou Barris,2019,8,44,Vilapicina i la Torre Llobeta,45-49,41
6833,Nou Barris,2019,8,45,Porta,45-49,72
6834,Nou Barris,2019,8,46,el Turó de la Peira,45-49,50
6835,Nou Barris,2019,8,47,Can Peguera,45-49,5
6836,Nou Barris,2019,8,48,la Guineueta,45-49,37
6837,Nou Barris,2019,8,49,Canyelles,45-49,6
6838,Nou Barris,2019,8,50,les Roquetes,45-49,45
6839,Nou Barris,2019,8,51,Verdun,45-49,30
6840,Nou Barris,2019,8,52,la Prosperitat,45-49,67
6841,Nou Barris,2019,8,53,la Trinitat Nova,45-49,19
6842,Nou Barris,2019,8,54,Torre Baró,45-49,4
6843,Nou Barris,2019,8,55,Ciutat Meridiana,45-49,36
6844,Nou Barris,2019,8,56,Vallbona,45-49,5
6845,Sant Andreu,2019,9,57,la Trinitat Vella,45-49,30
6846,Sant Andreu,2019,9,58,Baró de Viver,45-49,5
6847,Sant Andreu,2019,9,59,el Bon Pastor,45-49,33
6848,Sant Andreu,2019,9,60,Sant Andreu,45-49,109
6849,Sant Andreu,2019,9,61,la Sagrera,45-49,69
6850,Sant Andreu,2019,9,62,el Congrés i els Indians,45-49,18
6851,Sant Andreu,2019,9,63,Navas,45-49,54
6852,Sant Martí,2019,10,64,el Camp de l'Arpa del Clot,45-49,84
6853,Sant Martí,2019,10,65,el Clot,45-49,67
6854,Sant Martí,2019,10,66,el Parc i la Llacuna del Poblenou,45-49,35
6855,Sant Martí,2019,10,67,la Vila Olímpica del Poblenou,45-49,24
6856,Sant Martí,2019,10,68,el Poblenou,45-49,92
6857,Sant Martí,2019,10,69,Diagonal Mar i el Front Marítim del Poblenou,45-49,37
6858,Sant Martí,2019,10,70,el Besòs i el Maresme,45-49,85
6859,Sant Martí,2019,10,71,Provençals del Poblenou,45-49,54
6860,Sant Martí,2019,10,72,Sant Martí de Provençals,45-49,67
6861,Sant Martí,2019,10,73,la Verneda i la Pau,45-49,69
6862,Ciutat Vella,2019,1,1,el Raval,50-54,104
6863,Ciutat Vella,2019,1,2,el Barri Gòtic,50-54,61
6864,Ciutat Vella,2019,1,3,la Barceloneta,50-54,35
6865,Ciutat Vella,2019,1,4,"Sant Pere, Santa Caterina i la Ribera",50-54,49
6866,Eixample,2019,2,5,el Fort Pienc,50-54,48
6867,Eixample,2019,2,6,la Sagrada Família,50-54,78
6868,Eixample,2019,2,7,la Dreta de l'Eixample,50-54,89
6869,Eixample,2019,2,8,l'Antiga Esquerra de l'Eixample,50-54,76
6870,Eixample,2019,2,9,la Nova Esquerra de l'Eixample,50-54,120
6871,Eixample,2019,2,10,Sant Antoni,50-54,78
6872,Sants-Montjuïc,2019,3,11,el Poble Sec,50-54,92
6873,Sants-Montjuïc,2019,3,12,la Marina del Prat Vermell,50-54,2
6874,Sants-Montjuïc,2019,3,13,la Marina de Port,50-54,58
6875,Sants-Montjuïc,2019,3,14,la Font de la Guatlla,50-54,23
6876,Sants-Montjuïc,2019,3,15,Hostafrancs,50-54,32
6877,Sants-Montjuïc,2019,3,16,la Bordeta,50-54,41
6878,Sants-Montjuïc,2019,3,17,Sants - Badal,50-54,51
6879,Sants-Montjuïc,2019,3,18,Sants,50-54,97
6880,Les Corts,2019,4,19,les Corts,50-54,69
6881,Les Corts,2019,4,20,la Maternitat i Sant Ramon,50-54,48
6882,Les Corts,2019,4,21,Pedralbes,50-54,17
6883,Sarrià-Sant Gervasi,2019,5,22,"Vallvidrera, el Tibidabo i les Planes",50-54,14
6884,Sarrià-Sant Gervasi,2019,5,23,Sarrià,50-54,43
6885,Sarrià-Sant Gervasi,2019,5,24,les Tres Torres,50-54,29
6886,Sarrià-Sant Gervasi,2019,5,25,Sant Gervasi - la Bonanova,50-54,51
6887,Sarrià-Sant Gervasi,2019,5,26,Sant Gervasi - Galvany,50-54,89
6888,Sarrià-Sant Gervasi,2019,5,27,el Putxet i el Farró,50-54,46
6889,Gràcia,2019,6,28,Vallcarca i els Penitents,50-54,21
6890,Gràcia,2019,6,29,el Coll,50-54,16
6891,Gràcia,2019,6,30,la Salut,50-54,18
6892,Gràcia,2019,6,31,la Vila de Gràcia,50-54,75
6893,Gràcia,2019,6,32,el Camp d'en Grassot i Gràcia Nova,50-54,49
6894,Horta-Guinardó,2019,7,33,el Baix Guinardó,50-54,34
6895,Horta-Guinardó,2019,7,34,Can Baró,50-54,12
6896,Horta-Guinardó,2019,7,35,el Guinardó,50-54,56
6897,Horta-Guinardó,2019,7,36,la Font d'en Fargues,50-54,7
6898,Horta-Guinardó,2019,7,37,el Carmel,50-54,55
6899,Horta-Guinardó,2019,7,38,la Teixonera,50-54,14
6900,Horta-Guinardó,2019,7,39,Sant Genís dels Agudells,50-54,9
6901,Horta-Guinardó,2019,7,40,Montbau,50-54,7
6902,Horta-Guinardó,2019,7,41,la Vall d'Hebron,50-54,9
6903,Horta-Guinardó,2019,7,42,la Clota,50-54,0
6904,Horta-Guinardó,2019,7,43,Horta,50-54,47
6905,Nou Barris,2019,8,44,Vilapicina i la Torre Llobeta,50-54,48
6906,Nou Barris,2019,8,45,Porta,50-54,51
6907,Nou Barris,2019,8,46,el Turó de la Peira,50-54,28
6908,Nou Barris,2019,8,47,Can Peguera,50-54,2
6909,Nou Barris,2019,8,48,la Guineueta,50-54,26
6910,Nou Barris,2019,8,49,Canyelles,50-54,7
6911,Nou Barris,2019,8,50,les Roquetes,50-54,22
6912,Nou Barris,2019,8,51,Verdun,50-54,19
6913,Nou Barris,2019,8,52,la Prosperitat,50-54,47
6914,Nou Barris,2019,8,53,la Trinitat Nova,50-54,13
6915,Nou Barris,2019,8,54,Torre Baró,50-54,6
6916,Nou Barris,2019,8,55,Ciutat Meridiana,50-54,29
6917,Nou Barris,2019,8,56,Vallbona,50-54,4
6918,Sant Andreu,2019,9,57,la Trinitat Vella,50-54,27
6919,Sant Andreu,2019,9,58,Baró de Viver,50-54,5
6920,Sant Andreu,2019,9,59,el Bon Pastor,50-54,30
6921,Sant Andreu,2019,9,60,Sant Andreu,50-54,85
6922,Sant Andreu,2019,9,61,la Sagrera,50-54,55
6923,Sant Andreu,2019,9,62,el Congrés i els Indians,50-54,23
6924,Sant Andreu,2019,9,63,Navas,50-54,42
6925,Sant Martí,2019,10,64,el Camp de l'Arpa del Clot,50-54,68
6926,Sant Martí,2019,10,65,el Clot,50-54,49
6927,Sant Martí,2019,10,66,el Parc i la Llacuna del Poblenou,50-54,24
6928,Sant Martí,2019,10,67,la Vila Olímpica del Poblenou,50-54,18
6929,Sant Martí,2019,10,68,el Poblenou,50-54,61
6930,Sant Martí,2019,10,69,Diagonal Mar i el Front Marítim del Poblenou,50-54,31
6931,Sant Martí,2019,10,70,el Besòs i el Maresme,50-54,57
6932,Sant Martí,2019,10,71,Provençals del Poblenou,50-54,33
6933,Sant Martí,2019,10,72,Sant Martí de Provençals,50-54,46
6934,Sant Martí,2019,10,73,la Verneda i la Pau,50-54,48
6935,Ciutat Vella,2019,1,1,el Raval,55-59,73
6936,Ciutat Vella,2019,1,2,el Barri Gòtic,55-59,41
6937,Ciutat Vella,2019,1,3,la Barceloneta,55-59,30
6938,Ciutat Vella,2019,1,4,"Sant Pere, Santa Caterina i la Ribera",55-59,29
6939,Eixample,2019,2,5,el Fort Pienc,55-59,44
6940,Eixample,2019,2,6,la Sagrada Família,55-59,79
6941,Eixample,2019,2,7,la Dreta de l'Eixample,55-59,64
6942,Eixample,2019,2,8,l'Antiga Esquerra de l'Eixample,55-59,76
6943,Eixample,2019,2,9,la Nova Esquerra de l'Eixample,55-59,77
6944,Eixample,2019,2,10,Sant Antoni,55-59,60
6945,Sants-Montjuïc,2019,3,11,el Poble Sec,55-59,68
6946,Sants-Montjuïc,2019,3,12,la Marina del Prat Vermell,55-59,0
6947,Sants-Montjuïc,2019,3,13,la Marina de Port,55-59,63
6948,Sants-Montjuïc,2019,3,14,la Font de la Guatlla,55-59,12
6949,Sants-Montjuïc,2019,3,15,Hostafrancs,55-59,25
6950,Sants-Montjuïc,2019,3,16,la Bordeta,55-59,26
6951,Sants-Montjuïc,2019,3,17,Sants - Badal,55-59,41
6952,Sants-Montjuïc,2019,3,18,Sants,55-59,57
6953,Les Corts,2019,4,19,les Corts,55-59,55
6954,Les Corts,2019,4,20,la Maternitat i Sant Ramon,55-59,34
6955,Les Corts,2019,4,21,Pedralbes,55-59,23
6956,Sarrià-Sant Gervasi,2019,5,22,"Vallvidrera, el Tibidabo i les Planes",55-59,7
6957,Sarrià-Sant Gervasi,2019,5,23,Sarrià,55-59,28
6958,Sarrià-Sant Gervasi,2019,5,24,les Tres Torres,55-59,33
6959,Sarrià-Sant Gervasi,2019,5,25,Sant Gervasi - la Bonanova,55-59,40
6960,Sarrià-Sant Gervasi,2019,5,26,Sant Gervasi - Galvany,55-59,69
6961,Sarrià-Sant Gervasi,2019,5,27,el Putxet i el Farró,55-59,42
6962,Gràcia,2019,6,28,Vallcarca i els Penitents,55-59,17
6963,Gràcia,2019,6,29,el Coll,55-59,8
6964,Gràcia,2019,6,30,la Salut,55-59,20
6965,Gràcia,2019,6,31,la Vila de Gràcia,55-59,55
6966,Gràcia,2019,6,32,el Camp d'en Grassot i Gràcia Nova,55-59,39
6967,Horta-Guinardó,2019,7,33,el Baix Guinardó,55-59,24
6968,Horta-Guinardó,2019,7,34,Can Baró,55-59,18
6969,Horta-Guinardó,2019,7,35,el Guinardó,55-59,44
6970,Horta-Guinardó,2019,7,36,la Font d'en Fargues,55-59,17
6971,Horta-Guinardó,2019,7,37,el Carmel,55-59,36
6972,Horta-Guinardó,2019,7,38,la Teixonera,55-59,16
6973,Horta-Guinardó,2019,7,39,Sant Genís dels Agudells,55-59,8
6974,Horta-Guinardó,2019,7,40,Montbau,55-59,6
6975,Horta-Guinardó,2019,7,41,la Vall d'Hebron,55-59,10
6976,Horta-Guinardó,2019,7,42,la Clota,55-59,1
6977,Horta-Guinardó,2019,7,43,Horta,55-59,27
6978,Nou Barris,2019,8,44,Vilapicina i la Torre Llobeta,55-59,33
6979,Nou Barris,2019,8,45,Porta,55-59,34
6980,Nou Barris,2019,8,46,el Turó de la Peira,55-59,29
6981,Nou Barris,2019,8,47,Can Peguera,55-59,0
6982,Nou Barris,2019,8,48,la Guineueta,55-59,20
6983,Nou Barris,2019,8,49,Canyelles,55-59,12
6984,Nou Barris,2019,8,50,les Roquetes,55-59,21
6985,Nou Barris,2019,8,51,Verdun,55-59,17
6986,Nou Barris,2019,8,52,la Prosperitat,55-59,25
6987,Nou Barris,2019,8,53,la Trinitat Nova,55-59,8
6988,Nou Barris,2019,8,54,Torre Baró,55-59,2
6989,Nou Barris,2019,8,55,Ciutat Meridiana,55-59,15
6990,Nou Barris,2019,8,56,Vallbona,55-59,2
6991,Sant Andreu,2019,9,57,la Trinitat Vella,55-59,15
6992,Sant Andreu,2019,9,58,Baró de Viver,55-59,3
6993,Sant Andreu,2019,9,59,el Bon Pastor,55-59,27
6994,Sant Andreu,2019,9,60,Sant Andreu,55-59,61
6995,Sant Andreu,2019,9,61,la Sagrera,55-59,46
6996,Sant Andreu,2019,9,62,el Congrés i els Indians,55-59,16
6997,Sant Andreu,2019,9,63,Navas,55-59,25
6998,Sant Martí,2019,10,64,el Camp de l'Arpa del Clot,55-59,57
6999,Sant Martí,2019,10,65,el Clot,55-59,30
7000,Sant Martí,2019,10,66,el Parc i la Llacuna del Poblenou,55-59,18
7001,Sant Martí,2019,10,67,la Vila Olímpica del Poblenou,55-59,15
7002,Sant Martí,2019,10,68,el Poblenou,55-59,44
7003,Sant Martí,2019,10,69,Diagonal Mar i el Front Marítim del Poblenou,55-59,20
7004,Sant Martí,2019,10,70,el Besòs i el Maresme,55-59,44
7005,Sant Martí,2019,10,71,Provençals del Poblenou,55-59,26
7006,Sant Martí,2019,10,72,Sant Martí de Provençals,55-59,37
7007,Sant Martí,2019,10,73,la Verneda i la Pau,55-59,33
7008,Ciutat Vella,2019,1,1,el Raval,60-64,47
7009,Ciutat Vella,2019,1,2,el Barri Gòtic,60-64,22
7010,Ciutat Vella,2019,1,3,la Barceloneta,60-64,23
7011,Ciutat Vella,2019,1,4,"Sant Pere, Santa Caterina i la Ribera",60-64,20
7012,Eixample,2019,2,5,el Fort Pienc,60-64,39
7013,Eixample,2019,2,6,la Sagrada Família,60-64,73
7014,Eixample,2019,2,7,la Dreta de l'Eixample,60-64,61
7015,Eixample,2019,2,8,l'Antiga Esquerra de l'Eixample,60-64,57
7016,Eixample,2019,2,9,la Nova Esquerra de l'Eixample,60-64,76
7017,Eixample,2019,2,10,Sant Antoni,60-64,65
7018,Sants-Montjuïc,2019,3,11,el Poble Sec,60-64,42
7019,Sants-Montjuïc,2019,3,12,la Marina del Prat Vermell,60-64,0
7020,Sants-Montjuïc,2019,3,13,la Marina de Port,60-64,25
7021,Sants-Montjuïc,2019,3,14,la Font de la Guatlla,60-64,15
7022,Sants-Montjuïc,2019,3,15,Hostafrancs,60-64,23
7023,Sants-Montjuïc,2019,3,16,la Bordeta,60-64,23
7024,Sants-Montjuïc,2019,3,17,Sants - Badal,60-64,33
7025,Sants-Montjuïc,2019,3,18,Sants,60-64,40
7026,Les Corts,2019,4,19,les Corts,60-64,47
7027,Les Corts,2019,4,20,la Maternitat i Sant Ramon,60-64,50
7028,Les Corts,2019,4,21,Pedralbes,60-64,16
7029,Sarrià-Sant Gervasi,2019,5,22,"Vallvidrera, el Tibidabo i les Planes",60-64,5
7030,Sarrià-Sant Gervasi,2019,5,23,Sarrià,60-64,31
7031,Sarrià-Sant Gervasi,2019,5,24,les Tres Torres,60-64,22
7032,Sarrià-Sant Gervasi,2019,5,25,Sant Gervasi - la Bonanova,60-64,18
7033,Sarrià-Sant Gervasi,2019,5,26,Sant Gervasi - Galvany,60-64,58
7034,Sarrià-Sant Gervasi,2019,5,27,el Putxet i el Farró,60-64,29
7035,Gràcia,2019,6,28,Vallcarca i els Penitents,60-64,11
7036,Gràcia,2019,6,29,el Coll,60-64,9
7037,Gràcia,2019,6,30,la Salut,60-64,10
7038,Gràcia,2019,6,31,la Vila de Gràcia,60-64,45
7039,Gràcia,2019,6,32,el Camp d'en Grassot i Gràcia Nova,60-64,43
7040,Horta-Guinardó,2019,7,33,el Baix Guinardó,60-64,25
7041,Horta-Guinardó,2019,7,34,Can Baró,60-64,11
7042,Horta-Guinardó,2019,7,35,el Guinardó,60-64,33
7043,Horta-Guinardó,2019,7,36,la Font d'en Fargues,60-64,8
7044,Horta-Guinardó,2019,7,37,el Carmel,60-64,40
7045,Horta-Guinardó,2019,7,38,la Teixonera,60-64,12
7046,Horta-Guinardó,2019,7,39,Sant Genís dels Agudells,60-64,12
7047,Horta-Guinardó,2019,7,40,Montbau,60-64,1
7048,Horta-Guinardó,2019,7,41,la Vall d'Hebron,60-64,5
7049,Horta-Guinardó,2019,7,42,la Clota,60-64,0
7050,Horta-Guinardó,2019,7,43,Horta,60-64,21
7051,Nou Barris,2019,8,44,Vilapicina i la Torre Llobeta,60-64,23
7052,Nou Barris,2019,8,45,Porta,60-64,33
7053,Nou Barris,2019,8,46,el Turó de la Peira,60-64,22
7054,Nou Barris,2019,8,47,Can Peguera,60-64,1
7055,Nou Barris,2019,8,48,la Guineueta,60-64,15
7056,Nou Barris,2019,8,49,Canyelles,60-64,1
7057,Nou Barris,2019,8,50,les Roquetes,60-64,14
7058,Nou Barris,2019,8,51,Verdun,60-64,12
